locus_tag	ftype	length_bp	gene	EC_number	COG	product
JEDGCGCC_01841	CDS	2145	pilQ			Type IV pilus biogenesis and competence protein PilQ
JEDGCGCC_01842	CDS	525				hypothetical protein
JEDGCGCC_01843	CDS	624				hypothetical protein
JEDGCGCC_01844	CDS	597				hypothetical protein
JEDGCGCC_01845	CDS	1065	ftsA_2			Cell division protein FtsA
JEDGCGCC_01846	CDS	2472	mrcA		COG5009	Penicillin-binding protein 1A
JEDGCGCC_01847	CDS	1269	maeB	1.1.1.40	COG0281	NADP-dependent malic enzyme
JEDGCGCC_01848	CDS	1440	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
JEDGCGCC_01849	CDS	768				hypothetical protein
JEDGCGCC_01850	CDS	216	rpmE		COG0254	50S ribosomal protein L31
JEDGCGCC_01851	CDS	2220	priA	3.6.4.-	COG1198	Primosomal protein N'
JEDGCGCC_01852	CDS	1764	argS	6.1.1.19		Arginine--tRNA ligase
JEDGCGCC_01853	CDS	696	ftsN_1			Cell division protein FtsN
JEDGCGCC_01854	CDS	534	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
JEDGCGCC_01855	CDS	1344	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
JEDGCGCC_01856	CDS	372				hypothetical protein
JEDGCGCC_01857	CDS	1680	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
JEDGCGCC_01858	CDS	858	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
JEDGCGCC_01859	CDS	1683	phaC_2	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
JEDGCGCC_01860	CDS	618				hypothetical protein
JEDGCGCC_01861	CDS	903				hypothetical protein
JEDGCGCC_01862	CDS	417				hypothetical protein
JEDGCGCC_01863	CDS	276				hypothetical protein
JEDGCGCC_01864	CDS	771	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
JEDGCGCC_01865	CDS	627	ubiJ_1			Ubiquinone biosynthesis accessory factor UbiJ
JEDGCGCC_01866	CDS	1602	ubiB_1	2.7.-.-	COG0661	putative protein kinase UbiB
JEDGCGCC_01867	CDS	405	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
JEDGCGCC_01868	CDS	336	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
JEDGCGCC_01869	CDS	249	tatA		COG1826	Sec-independent protein translocase protein TatA
JEDGCGCC_01870	CDS	414	tatB			Sec-independent protein translocase protein TatB
JEDGCGCC_01871	CDS	804	tatC		COG0805	Sec-independent protein translocase protein TatC
JEDGCGCC_01872	CDS	708				hypothetical protein
JEDGCGCC_01873	CDS	1944	mcpQ_1		COG0840	Methyl-accepting chemotaxis protein McpQ
JEDGCGCC_01874	CDS	462				hypothetical protein
JEDGCGCC_01875	CDS	735	glnQ_3	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
JEDGCGCC_01876	CDS	963				hypothetical protein
JEDGCGCC_01877	CDS	801	fliY_1		COG0834	L-cystine-binding protein FliY
JEDGCGCC_01878	CDS	2586	opgH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
JEDGCGCC_01879	CDS	1578	mdoG		COG3131	Glucans biosynthesis protein G
JEDGCGCC_01880	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
JEDGCGCC_01881	CDS	972	pip	3.4.11.5		Proline iminopeptidase
JEDGCGCC_01882	CDS	477				hypothetical protein
JEDGCGCC_01883	CDS	900	gltI_2		COG0834	Glutamate/aspartate import solute-binding protein
JEDGCGCC_01884	CDS	351	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
JEDGCGCC_01885	CDS	1251	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
JEDGCGCC_01886	CDS	909				hypothetical protein
JEDGCGCC_01887	CDS	882				hypothetical protein
JEDGCGCC_01888	CDS	879				hypothetical protein
JEDGCGCC_01889	CDS	822				hypothetical protein
JEDGCGCC_01890	CDS	2238		2.7.8.-		Cardiolipin synthase
JEDGCGCC_01891	CDS	2373				hypothetical protein
JEDGCGCC_01892	CDS	801				hypothetical protein
JEDGCGCC_01893	CDS	1209	hutI	3.5.2.7	COG1228	Imidazolonepropionase
JEDGCGCC_01894	CDS	1533	hutH_1	4.3.1.3	COG2986	Histidine ammonia-lyase
JEDGCGCC_01895	CDS	831	ousV		COG4175	Glycine betaine/choline transport system ATP-binding protein OusV
JEDGCGCC_01896	CDS	852	opuAB_1		COG4176	Glycine betaine transport system permease protein OpuAB
JEDGCGCC_01897	CDS	969				hypothetical protein
JEDGCGCC_01898	CDS	1404	proY_2		COG1113	Proline-specific permease ProY
JEDGCGCC_01899	CDS	1530	hutH_2	4.3.1.3	COG2986	Histidine ammonia-lyase
JEDGCGCC_01900	CDS	1443	pucI_1		COG1953	putative allantoin permease
JEDGCGCC_01901	CDS	1680	hutU	4.2.1.49	COG2987	Urocanate hydratase
JEDGCGCC_01902	CDS	798				hypothetical protein
JEDGCGCC_01903	CDS	939				hypothetical protein
JEDGCGCC_01904	CDS	1023	ousX		COG2113	Glycine betaine-binding periplasmic protein OusX
JEDGCGCC_01905	CDS	591	ves			Protein Ves
JEDGCGCC_01906	CDS	753	nagR_1		COG2188	HTH-type transcriptional repressor NagR
JEDGCGCC_01907	CDS	1362		3.5.4.32	COG0402	8-oxoguanine deaminase
JEDGCGCC_01908	CDS	570	blc		COG3040	Outer membrane lipoprotein Blc
JEDGCGCC_01909	CDS	258				hypothetical protein
JEDGCGCC_01910	CDS	603				hypothetical protein
JEDGCGCC_01911	CDS	1011	fbp_1	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
JEDGCGCC_01912	CDS	531	gloA_2	4.4.1.5		Lactoylglutathione lyase
JEDGCGCC_01913	CDS	1941	estA	3.1.1.1	COG3240	Esterase EstA
JEDGCGCC_01914	CDS	1395				hypothetical protein
JEDGCGCC_01915	CDS	3606				hypothetical protein
JEDGCGCC_01916	CDS	585				hypothetical protein
JEDGCGCC_01917	CDS	426	soxR_1		COG0789	Redox-sensitive transcriptional activator SoxR
JEDGCGCC_01918	CDS	1818	typA		COG1217	GTP-binding protein TypA/BipA
JEDGCGCC_01919	CDS	1455	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
JEDGCGCC_01920	CDS	1410	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
JEDGCGCC_01921	CDS	405				hypothetical protein
JEDGCGCC_01922	CDS	2208				hypothetical protein
JEDGCGCC_01923	CDS	522				hypothetical protein
JEDGCGCC_01924	CDS	573				hypothetical protein
JEDGCGCC_01925	CDS	1077	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
JEDGCGCC_01926	CDS	1431	glnG		COG2204	DNA-binding transcriptional regulator NtrC
JEDGCGCC_01927	CDS	351				hypothetical protein
JEDGCGCC_01928	CDS	462	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
JEDGCGCC_01929	CDS	492	secB		COG1952	Protein-export protein SecB
JEDGCGCC_01930	CDS	255	grxC		COG0695	Glutaredoxin 3
JEDGCGCC_01931	CDS	420	yibN		COG0607	putative protein YibN
JEDGCGCC_01932	CDS	1548	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
JEDGCGCC_01933	CDS	819				hypothetical protein
JEDGCGCC_01934	CDS	1437	envC		COG4942	Murein hydrolase activator EnvC
JEDGCGCC_01935	CDS	1311	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
JEDGCGCC_01936	CDS	774				hypothetical protein
JEDGCGCC_01937	CDS	1482				hypothetical protein
JEDGCGCC_01938	CDS	756				hypothetical protein
JEDGCGCC_01939	CDS	753				hypothetical protein
JEDGCGCC_01940	CDS	747				hypothetical protein
JEDGCGCC_01941	CDS	771	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
JEDGCGCC_01942	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
JEDGCGCC_01943	CDS	261				hypothetical protein
JEDGCGCC_01944	CDS	639	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
JEDGCGCC_01945	CDS	594	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
JEDGCGCC_01946	CDS	399	panZ			PanD regulatory factor
JEDGCGCC_01947	CDS	237				hypothetical protein
JEDGCGCC_01948	CDS	1107	lhgD_1	1.1.5.-		L-2-hydroxyglutarate dehydrogenase
JEDGCGCC_01949	CDS	2253				hypothetical protein
JEDGCGCC_01950	CDS	1068	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
JEDGCGCC_01951	CDS	273			COG2924	putative Fe(2+)-trafficking protein
JEDGCGCC_01952	CDS	1083	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
JEDGCGCC_01953	tRNA	76				tRNA-Phe(gaa)
JEDGCGCC_01954	CDS	450				hypothetical protein
JEDGCGCC_01955	CDS	1209	intS		COG0582	Prophage integrase IntS
JEDGCGCC_01956	CDS	303				hypothetical protein
JEDGCGCC_01957	CDS	1149				hypothetical protein
JEDGCGCC_01958	CDS	2763				hypothetical protein
JEDGCGCC_01959	CDS	237				hypothetical protein
JEDGCGCC_01960	CDS	270				hypothetical protein
JEDGCGCC_01961	CDS	243				hypothetical protein
JEDGCGCC_01962	CDS	507				hypothetical protein
JEDGCGCC_01963	CDS	300				hypothetical protein
JEDGCGCC_01964	CDS	819				hypothetical protein
JEDGCGCC_01965	CDS	297				hypothetical protein
JEDGCGCC_01966	CDS	1551				hypothetical protein
JEDGCGCC_01967	CDS	375				hypothetical protein
JEDGCGCC_01968	CDS	291				hypothetical protein
JEDGCGCC_01969	CDS	306				hypothetical protein
JEDGCGCC_01970	CDS	270				hypothetical protein
JEDGCGCC_01971	CDS	234				hypothetical protein
JEDGCGCC_01972	CDS	249				hypothetical protein
JEDGCGCC_01973	CDS	225				hypothetical protein
JEDGCGCC_01974	CDS	903				hypothetical protein
JEDGCGCC_01975	CDS	738	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JEDGCGCC_01976	CDS	690				hypothetical protein
JEDGCGCC_01977	CDS	774	occP			Octopine permease ATP-binding protein P
JEDGCGCC_01978	CDS	753	artJ		COG0834	ABC transporter arginine-binding protein 1
JEDGCGCC_01979	CDS	696	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
JEDGCGCC_01980	CDS	693	occM_2			Octopine transport system permease protein OccM
JEDGCGCC_01981	CDS	1221				hypothetical protein
JEDGCGCC_01982	CDS	471	marR		COG1846	Multiple antibiotic resistance protein MarR
JEDGCGCC_01983	CDS	1479	oprM_3		COG1538	Outer membrane protein OprM
JEDGCGCC_01984	CDS	1185	emrA_3		COG1566	Multidrug export protein EmrA
JEDGCGCC_01985	CDS	1530	farB_1			Fatty acid resistance protein FarB
JEDGCGCC_01986	tRNA	76				tRNA-Thr(tgt)
JEDGCGCC_01987	CDS	1059	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
JEDGCGCC_01988	CDS	909	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
JEDGCGCC_01989	CDS	882	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
JEDGCGCC_01990	CDS	546	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
JEDGCGCC_01991	CDS	1800	dctB_2	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
JEDGCGCC_01992	CDS	1389	dctD_2			C4-dicarboxylate transport transcriptional regulatory protein DctD
JEDGCGCC_01993	CDS	996	dctP_3		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
JEDGCGCC_01994	CDS	633	dctQ_2		COG3090	C4-dicarboxylate TRAP transporter small permease protein DctQ
JEDGCGCC_01995	CDS	1284	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
JEDGCGCC_01996	CDS	1449	arcD		COG0531	Arginine/ornithine antiporter
JEDGCGCC_01997	CDS	1257	arcA_2	3.5.3.6	COG2235	Arginine deiminase
JEDGCGCC_01998	CDS	1011	arcB	2.1.3.3	COG0078	Ornithine carbamoyltransferase, catabolic
JEDGCGCC_01999	CDS	933	arcC1	2.7.2.2		Carbamate kinase 1
JEDGCGCC_02000	CDS	1905	fabY	2.3.1.180	COG0304	Beta-ketoacyl-[acyl-carrier-protein] synthase FabY
JEDGCGCC_02001	CDS	702				hypothetical protein
JEDGCGCC_02002	CDS	822	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
JEDGCGCC_02003	CDS	567	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
JEDGCGCC_02004	CDS	666	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
JEDGCGCC_02005	CDS	438	kbp		COG1652	Potassium binding protein Kbp
JEDGCGCC_02006	CDS	921	hdfR_3			HTH-type transcriptional regulator HdfR
JEDGCGCC_02007	CDS	840	fdhD			Sulfur carrier protein FdhD
JEDGCGCC_02008	CDS	2322		1.-.-.-	COG0243	putative oxidoreductase
JEDGCGCC_02009	CDS	516				hypothetical protein
JEDGCGCC_02010	CDS	408				hypothetical protein
JEDGCGCC_02011	CDS	216	csrA_2			Translational regulator CsrA
JEDGCGCC_02012	CDS	558	aroQ	5.4.99.5	COG1605	Monofunctional chorismate mutase
JEDGCGCC_02013	CDS	444				hypothetical protein
JEDGCGCC_02014	CDS	1164	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
JEDGCGCC_02015	CDS	1791	dmdC_3	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
JEDGCGCC_02016	CDS	1236	fadB_1		COG1024	Fatty acid oxidation complex subunit alpha
JEDGCGCC_02017	CDS	909	nodD2_1			Nodulation protein D 2
JEDGCGCC_02018	CDS	603	drgA			Protein DrgA
JEDGCGCC_02019	CDS	324				hypothetical protein
JEDGCGCC_02020	CDS	309				IS3 family transposase IS222
JEDGCGCC_02021	CDS	822				IS3 family transposase IS222
JEDGCGCC_02022	CDS	1542	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
JEDGCGCC_02023	CDS	894	hslO		COG1281	33 kDa chaperonin
JEDGCGCC_02024	CDS	804	lpxT	2.7.4.29		Lipid A 1-diphosphate synthase
JEDGCGCC_02025	CDS	402	hslR		COG1188	Heat shock protein 15
JEDGCGCC_02026	CDS	501				hypothetical protein
JEDGCGCC_02027	CDS	906	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
JEDGCGCC_02028	CDS	924		3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
JEDGCGCC_02029	CDS	1320	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
JEDGCGCC_02030	CDS	744	ompR_2			Transcriptional regulatory protein OmpR
JEDGCGCC_02031	CDS	2340	yhgF		COG2183	Protein YhgF
JEDGCGCC_02032	CDS	390	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
JEDGCGCC_02033	CDS	1584	gshA_1	6.3.2.2	COG2918	Glutamate--cysteine ligase
JEDGCGCC_02034	CDS	1299	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
JEDGCGCC_02035	CDS	702				hypothetical protein
JEDGCGCC_02036	CDS	1155	argE_1	3.5.1.16		Acetylornithine deacetylase
JEDGCGCC_02037	CDS	1269				hypothetical protein
JEDGCGCC_02038	CDS	678				hypothetical protein
JEDGCGCC_02039	CDS	1365	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
JEDGCGCC_02040	CDS	1785				hypothetical protein
JEDGCGCC_02041	CDS	453	ybbJ		COG1585	Inner membrane protein YbbJ
JEDGCGCC_02042	CDS	330				hypothetical protein
JEDGCGCC_02043	CDS	2877	gcvP_1	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
JEDGCGCC_02044	CDS	429	gcvH_2		COG0509	Glycine cleavage system H protein
JEDGCGCC_02045	CDS	1083	gcvT_1	2.1.2.10	COG0404	Aminomethyltransferase
JEDGCGCC_02046	CDS	1620				hypothetical protein
JEDGCGCC_02047	CDS	999			COG1840	putative binding protein component of ABC iron transporter
JEDGCGCC_02048	CDS	915	benM_2			HTH-type transcriptional regulator BenM
JEDGCGCC_02049	CDS	1194	ynfM_2			Inner membrane transport protein YnfM
JEDGCGCC_02050	CDS	822				hypothetical protein
JEDGCGCC_02051	CDS	1218	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
JEDGCGCC_02052	CDS	483				hypothetical protein
JEDGCGCC_02053	CDS	1185	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
JEDGCGCC_02054	CDS	1335	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
JEDGCGCC_02055	CDS	498				hypothetical protein
JEDGCGCC_02056	CDS	210				hypothetical protein
JEDGCGCC_02057	CDS	315	zapA		COG3027	Cell division protein ZapA
JEDGCGCC_02058	CDS	612	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
JEDGCGCC_02059	CDS	132				hypothetical protein
JEDGCGCC_02060	CDS	459				hypothetical protein
JEDGCGCC_02061	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
JEDGCGCC_02062	CDS	2751	rbbA		COG0842	Ribosome-associated ATPase
JEDGCGCC_02063	CDS	1074	mdtA_1			Multidrug resistance protein MdtA
JEDGCGCC_02064	CDS	420				hypothetical protein
JEDGCGCC_02065	CDS	978	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
JEDGCGCC_02066	CDS	1347	glpT_1		COG2271	Glycerol-3-phosphate transporter
JEDGCGCC_02067	CDS	969	ascD	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
JEDGCGCC_02068	CDS	1467	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
JEDGCGCC_02069	CDS	1989				hypothetical protein
JEDGCGCC_02070	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
JEDGCGCC_02071	CDS	327	trxA		COG0526	Thioredoxin 1
JEDGCGCC_02072	CDS	1506	ppx	3.6.1.11	COG0248	Exopolyphosphatase
JEDGCGCC_02073	CDS	2211	ppk	2.7.4.1		Polyphosphate kinase
JEDGCGCC_02074	CDS	1014	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
JEDGCGCC_02075	CDS	591	yohD		COG0586	Inner membrane protein YohD
JEDGCGCC_02076	CDS	669	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
JEDGCGCC_02077	CDS	474				hypothetical protein
JEDGCGCC_02078	CDS	483				hypothetical protein
JEDGCGCC_02079	CDS	1959				hypothetical protein
JEDGCGCC_02080	CDS	630	rhtB_2		COG1280	Homoserine/homoserine lactone efflux protein
JEDGCGCC_02081	CDS	759				hypothetical protein
JEDGCGCC_02082	CDS	579				hypothetical protein
JEDGCGCC_02083	CDS	1917	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
JEDGCGCC_02084	CDS	480				hypothetical protein
JEDGCGCC_02085	CDS	1047				hypothetical protein
JEDGCGCC_02086	CDS	630	mip	5.2.1.8	COG0545	Peptidyl-prolyl cis-trans isomerase Mip
JEDGCGCC_02087	CDS	483	rsd		COG3160	Regulator of sigma D
JEDGCGCC_02088	CDS	492	dsbB_1			Disulfide bond formation protein B
JEDGCGCC_02089	CDS	1239	hemY		COG3071	Protein HemY
JEDGCGCC_02090	CDS	1131				hypothetical protein
JEDGCGCC_02091	CDS	756	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
JEDGCGCC_02092	CDS	942	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
JEDGCGCC_02093	CDS	747	lytR		COG3279	Sensory transduction protein LytR
JEDGCGCC_02094	CDS	1077				hypothetical protein
JEDGCGCC_02095	CDS	1395	argH	4.3.2.1	COG0165	Argininosuccinate lyase
JEDGCGCC_02096	CDS	837				hypothetical protein
JEDGCGCC_02097	CDS	3270				hypothetical protein
JEDGCGCC_02098	CDS	2076	vgrG1_1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
JEDGCGCC_02099	CDS	519	hcpA_1		COG3157	Major exported protein
JEDGCGCC_02100	CDS	1032	corA		COG0598	Magnesium transport protein CorA
JEDGCGCC_02101	CDS	276				hypothetical protein
JEDGCGCC_02102	CDS	768				hypothetical protein
JEDGCGCC_02103	CDS	234				hypothetical protein
JEDGCGCC_02104	CDS	2853				hypothetical protein
JEDGCGCC_02105	CDS	699				hypothetical protein
JEDGCGCC_02106	CDS	405	rnk		COG0782	Regulator of nucleoside diphosphate kinase
JEDGCGCC_02107	CDS	336	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
JEDGCGCC_02108	CDS	141	lppL		COG5567	Lipopeptide
JEDGCGCC_02109	CDS	1248	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
JEDGCGCC_02110	CDS	831	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
JEDGCGCC_02111	CDS	702				hypothetical protein
JEDGCGCC_02112	CDS	912	xerC_5		COG4973	Tyrosine recombinase XerC
JEDGCGCC_02113	CDS	699	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
JEDGCGCC_02114	CDS	1170				hypothetical protein
JEDGCGCC_02115	CDS	1377	norG_1		COG1167	HTH-type transcriptional regulator NorG
JEDGCGCC_02116	CDS	915				hypothetical protein
JEDGCGCC_02117	CDS	318	sutA			Transcriptional regulator SutA
JEDGCGCC_02118	CDS	426				hypothetical protein
JEDGCGCC_02119	CDS	1329	amtB_1			Ammonia channel
JEDGCGCC_02120	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
JEDGCGCC_02121	CDS	261	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
JEDGCGCC_02122	CDS	1494	comM		COG0606	Competence protein ComM
JEDGCGCC_02123	CDS	1986			COG1292	Glycine betaine transporter
JEDGCGCC_02124	CDS	1050				hypothetical protein
JEDGCGCC_02125	CDS	918	gcvA_5			Glycine cleavage system transcriptional activator
JEDGCGCC_02126	CDS	1467	mdtK_2		COG0534	Multidrug resistance protein MdtK
JEDGCGCC_02127	CDS	1677				hypothetical protein
JEDGCGCC_02128	CDS	2010	rep_1	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
JEDGCGCC_02129	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
JEDGCGCC_02130	CDS	573	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
JEDGCGCC_02131	CDS	1929		2.8.3.-		butyrate:acetyl-CoA coenzyme A-transferase
JEDGCGCC_02132	CDS	429				hypothetical protein
JEDGCGCC_02133	CDS	549	puuR_3			HTH-type transcriptional regulator PuuR
JEDGCGCC_02134	CDS	1074	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
JEDGCGCC_02135	CDS	354	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
JEDGCGCC_02136	CDS	1299	dadA1_2	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
JEDGCGCC_02137	CDS	345				hypothetical protein
JEDGCGCC_02138	CDS	192				hypothetical protein
JEDGCGCC_02139	CDS	2568				hypothetical protein
JEDGCGCC_02140	CDS	489	lrp_2		COG1522	Leucine-responsive regulatory protein
JEDGCGCC_02141	CDS	1320	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
JEDGCGCC_02142	CDS	1590	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
JEDGCGCC_02143	CDS	1164	ycaD_2			putative MFS-type transporter YcaD
JEDGCGCC_02144	CDS	1494	puuC_1	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
JEDGCGCC_02145	CDS	1335	bauA_1	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
JEDGCGCC_02146	CDS	363				hypothetical protein
JEDGCGCC_02147	CDS	156	rpmG		COG0267	50S ribosomal protein L33
JEDGCGCC_02148	CDS	237	rpmB		COG0227	50S ribosomal protein L28
JEDGCGCC_02149	CDS	1581	dppA_5		COG0747	Periplasmic dipeptide transport protein
JEDGCGCC_02150	CDS	675				hypothetical protein
JEDGCGCC_02151	CDS	1209	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
JEDGCGCC_02152	CDS	456	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
JEDGCGCC_02153	CDS	2607	glmM_2			Phosphoglucosamine mutase
JEDGCGCC_02154	CDS	906	argB	2.7.2.8	COG0548	Acetylglutamate kinase
JEDGCGCC_02155	CDS	1071				putative HTH-type transcriptional regulator
JEDGCGCC_02156	CDS	951				hypothetical protein
JEDGCGCC_02157	CDS	1278				hypothetical protein
JEDGCGCC_02158	CDS	1395		1.1.2.-	COG0277	L-gulono-1,4-lactone dehydrogenase
JEDGCGCC_02159	CDS	390				hypothetical protein
JEDGCGCC_02160	CDS	465	ybgC_2	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
JEDGCGCC_02161	CDS	618				hypothetical protein
JEDGCGCC_02162	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
JEDGCGCC_02163	CDS	780	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
JEDGCGCC_02164	CDS	372				hypothetical protein
JEDGCGCC_02165	CDS	720	rph	2.7.7.56	COG0689	Ribonuclease PH
JEDGCGCC_02166	CDS	864				hypothetical protein
JEDGCGCC_02167	CDS	612	gmk	2.7.4.8	COG0194	Guanylate kinase
JEDGCGCC_02168	CDS	267	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
JEDGCGCC_02169	CDS	2106	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
JEDGCGCC_02170	CDS	381	yabJ_3	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
JEDGCGCC_02171	CDS	732				hypothetical protein
JEDGCGCC_02172	CDS	621	rhtC_1		COG1280	Threonine efflux protein
JEDGCGCC_02173	CDS	801	btr_2		COG0614	HTH-type transcriptional activator Btr
JEDGCGCC_02174	CDS	852				hypothetical protein
JEDGCGCC_02175	CDS	933	oxyR_1			Hydrogen peroxide-inducible genes activator
JEDGCGCC_02176	CDS	2076	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
JEDGCGCC_02177	tRNA	91				tRNA-Ser(act)
JEDGCGCC_02178	CDS	393				hypothetical protein
JEDGCGCC_02179	CDS	273	hupB_1		COG0776	DNA-binding protein HU-beta
JEDGCGCC_02180	CDS	1155	alkT	1.18.1.1	COG1251	Rubredoxin-NAD(+) reductase
JEDGCGCC_02181	CDS	168	rubA2		COG1773	Rubredoxin-2
JEDGCGCC_02182	CDS	168	rubA1		COG1773	Rubredoxin-1
JEDGCGCC_02183	CDS	402				hypothetical protein
JEDGCGCC_02184	CDS	1227	lutA			Lactate utilization protein A
JEDGCGCC_02185	CDS	1080				hypothetical protein
JEDGCGCC_02186	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
JEDGCGCC_02187	CDS	756	glcC		COG2186	Glc operon transcriptional activator
