locus_tag	ftype	length_bp	gene	EC_number	COG	product
INJOPEMP_01611	CDS	915	dmlR_9			HTH-type transcriptional regulator DmlR
INJOPEMP_01612	CDS	2175	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
INJOPEMP_01613	CDS	210	aaeX_1			Protein AaeX
INJOPEMP_01614	CDS	1005	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
INJOPEMP_01615	CDS	246				hypothetical protein
INJOPEMP_01616	CDS	915		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
INJOPEMP_01617	CDS	468				hypothetical protein
INJOPEMP_01618	CDS	564				hypothetical protein
INJOPEMP_01619	CDS	765	lgrE_1	1.1.-.-		Linear gramicidin dehydrogenase LgrE
INJOPEMP_01620	CDS	13029	lgrB_1			Linear gramicidin synthase subunit B
INJOPEMP_01621	CDS	513				hypothetical protein
INJOPEMP_01622	CDS	315				hypothetical protein
INJOPEMP_01623	CDS	921				hypothetical protein
INJOPEMP_01624	CDS	1419	oprD_4	3.4.21.-		Porin D
INJOPEMP_01625	CDS	681	ycaC_2	4.-.-.-	COG1335	putative hydrolase YcaC
INJOPEMP_01626	CDS	861				hypothetical protein
INJOPEMP_01627	CDS	939	dmlR_10			HTH-type transcriptional regulator DmlR
INJOPEMP_01628	CDS	1641	treA	3.2.1.28	COG1626	Periplasmic trehalase
INJOPEMP_01629	CDS	426				hypothetical protein
INJOPEMP_01630	CDS	1320				hypothetical protein
INJOPEMP_01631	CDS	1410	dat	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
INJOPEMP_01632	CDS	219	mbtH		COG3251	Protein MbtH
INJOPEMP_01633	CDS	765	lgrE_2	1.1.-.-		Linear gramicidin dehydrogenase LgrE
INJOPEMP_01634	CDS	918				hypothetical protein
INJOPEMP_01635	CDS	906	znuB_1		COG1108	High-affinity zinc uptake system membrane protein ZnuB
INJOPEMP_01636	CDS	756	znuC_1	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
INJOPEMP_01637	CDS	954	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
INJOPEMP_01638	CDS	561				hypothetical protein
INJOPEMP_01639	CDS	330				hypothetical protein
INJOPEMP_01640	CDS	540				hypothetical protein
INJOPEMP_01641	CDS	1203				hypothetical protein
INJOPEMP_01642	CDS	954	viuB		COG2375	Vibriobactin utilization protein ViuB
INJOPEMP_01643	CDS	11043	lgrB_2			Linear gramicidin synthase subunit B
INJOPEMP_01644	CDS	3372	lgrD_1			Linear gramicidin synthase subunit D
INJOPEMP_01645	CDS	13104	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
INJOPEMP_01646	CDS	2448	pupA			Ferric-pseudobactin 358 receptor
INJOPEMP_01647	CDS	1653	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
INJOPEMP_01648	CDS	828	purN_1	2.1.2.2		Phosphoribosylglycinamide formyltransferase
INJOPEMP_01649	CDS	855	egtB	1.14.99.50		Hercynine oxygenase
INJOPEMP_01650	CDS	1278	cefD_1	5.1.1.17	COG0520	Isopenicillin N epimerase
INJOPEMP_01651	CDS	1359				hypothetical protein
INJOPEMP_01652	CDS	1614				hypothetical protein
INJOPEMP_01653	CDS	1419	ttgC		COG1538	putative efflux pump outer membrane protein TtgC
INJOPEMP_01654	CDS	1992	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
INJOPEMP_01655	CDS	1176	macA		COG0845	Macrolide export protein MacA
INJOPEMP_01656	CDS	996				hypothetical protein
INJOPEMP_01657	CDS	480	fecI_3		COG1595	putative RNA polymerase sigma factor FecI
INJOPEMP_01658	CDS	1332	pvdA	1.14.13.195	COG3486	L-ornithine N(5)-monooxygenase
INJOPEMP_01659	CDS	2289	pvdQ	3.5.1.97	COG2366	Acyl-homoserine lactone acylase PvdQ
INJOPEMP_01660	CDS	324				hypothetical protein
INJOPEMP_01661	CDS	921	gcvA_1			Glycine cleavage system transcriptional activator
INJOPEMP_01662	CDS	1152	lldD_1	1.1.-.-	COG1304	L-lactate dehydrogenase
INJOPEMP_01663	CDS	243				hypothetical protein
INJOPEMP_01664	CDS	237				hypothetical protein
INJOPEMP_01665	CDS	471	iorA_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
INJOPEMP_01666	CDS	2316	iorB_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
INJOPEMP_01667	CDS	1206				hypothetical protein
INJOPEMP_01668	CDS	642	degU_1		COG2197	Transcriptional regulatory protein DegU
INJOPEMP_01669	CDS	396				hypothetical protein
INJOPEMP_01670	CDS	537				hypothetical protein
INJOPEMP_01671	CDS	2004	vgrG1_2	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
INJOPEMP_01672	CDS	786				hypothetical protein
INJOPEMP_01673	CDS	876				hypothetical protein
INJOPEMP_01674	CDS	2550	clpV1_1		COG0542	Protein ClpV1
INJOPEMP_01675	CDS	1017				hypothetical protein
INJOPEMP_01676	CDS	1794				hypothetical protein
INJOPEMP_01677	CDS	426				hypothetical protein
INJOPEMP_01678	CDS	498	hcp1_1		COG3157	Protein hcp1
INJOPEMP_01679	CDS	1485				hypothetical protein
INJOPEMP_01680	CDS	546				hypothetical protein
INJOPEMP_01681	CDS	477				hypothetical protein
INJOPEMP_01682	CDS	1332				hypothetical protein
INJOPEMP_01683	CDS	759				hypothetical protein
INJOPEMP_01684	CDS	3816				hypothetical protein
INJOPEMP_01685	CDS	1101				hypothetical protein
INJOPEMP_01686	CDS	1086	sfnR_1		COG1221	Sigma54-dependent transcriptional activator SfnR
INJOPEMP_01687	CDS	267				hypothetical protein
INJOPEMP_01688	CDS	561	sfnF	1.5.1.42	COG0431	NADH-dependent FMN reductase SfnF
INJOPEMP_01689	CDS	1146	msuD_2	1.14.14.5	COG2141	Methanesulfonate monooxygenase
INJOPEMP_01690	CDS	1185	sfnC_1	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
INJOPEMP_01691	CDS	1131	sfnR_2		COG1221	Sigma54-dependent transcriptional activator SfnR
INJOPEMP_01692	CDS	1155	zapE_1		COG1485	Cell division protein ZapE
INJOPEMP_01693	CDS	1128	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
INJOPEMP_01694	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
INJOPEMP_01695	CDS	1101	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
INJOPEMP_01696	CDS	795	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
INJOPEMP_01697	CDS	1389	dmoA_1	1.14.13.131		Dimethyl-sulfide monooxygenase
INJOPEMP_01698	CDS	1218	soxC_1			Dibenzothiophene desulfurization enzyme C
INJOPEMP_01699	CDS	1236	soxC_2			Dibenzothiophene desulfurization enzyme C
INJOPEMP_01700	CDS	1236				hypothetical protein
INJOPEMP_01701	CDS	933	RBKS	2.7.1.15		Ribokinase
INJOPEMP_01702	CDS	1491	xylB	2.7.1.17	COG1070	Xylulose kinase
INJOPEMP_01703	CDS	1476	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
INJOPEMP_01704	CDS	1113	malK	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
INJOPEMP_01705	CDS	834	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
INJOPEMP_01706	CDS	933	lacF			Lactose transport system permease protein LacF
INJOPEMP_01707	CDS	1311				hypothetical protein
INJOPEMP_01708	CDS	906	rhaS_4			HTH-type transcriptional activator RhaS
INJOPEMP_01709	CDS	1341				hypothetical protein
INJOPEMP_01710	CDS	2370	btuB_3			Vitamin B12 transporter BtuB
INJOPEMP_01711	CDS	912				hypothetical protein
INJOPEMP_01712	CDS	1617		3.1.4.-		Multifunctional alkaline phosphatase superfamily protein
INJOPEMP_01713	CDS	906	mtrA_1			HTH-type transcriptional regulator MtrA
INJOPEMP_01714	CDS	561				hypothetical protein
INJOPEMP_01715	CDS	1068				hypothetical protein
INJOPEMP_01716	CDS	837	nrtD_1	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
INJOPEMP_01717	CDS	1200				hypothetical protein
INJOPEMP_01718	CDS	765				hypothetical protein
INJOPEMP_01719	CDS	1410	dmoA_2	1.14.13.131		Dimethyl-sulfide monooxygenase
INJOPEMP_01720	CDS	1236	soxC_3			Dibenzothiophene desulfurization enzyme C
INJOPEMP_01721	CDS	1260	sfnC_2	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
INJOPEMP_01722	CDS	1626	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
INJOPEMP_01723	CDS	144				hypothetical protein
INJOPEMP_01724	CDS	1353	gntT		COG2610	High-affinity gluconate transporter
INJOPEMP_01725	CDS	522		2.7.1.12	COG3265	Gluconokinase
INJOPEMP_01726	CDS	1032	gntR_1			HTH-type transcriptional regulator GntR
INJOPEMP_01727	CDS	366				hypothetical protein
INJOPEMP_01728	CDS	1299	puuB_3	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
INJOPEMP_01729	CDS	894	pgrR_2			HTH-type transcriptional regulator PgrR
INJOPEMP_01730	CDS	1176	estB_1	3.1.1.-	COG1680	Esterase EstB
INJOPEMP_01731	CDS	1254	nepI		COG2814	Purine ribonucleoside efflux pump NepI
INJOPEMP_01732	CDS	504				hypothetical protein
INJOPEMP_01733	CDS	633	sutR_1		COG1396	HTH-type transcriptional regulator SutR
INJOPEMP_01734	CDS	159				hypothetical protein
INJOPEMP_01735	CDS	888	tauD_1	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
INJOPEMP_01736	CDS	1023				hypothetical protein
INJOPEMP_01737	CDS	849	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
INJOPEMP_01738	CDS	867				hypothetical protein
INJOPEMP_01739	CDS	618	eamB		COG1280	Cysteine/O-acetylserine efflux protein
INJOPEMP_01740	CDS	3750	lgrB_3			Linear gramicidin synthase subunit B
INJOPEMP_01741	CDS	1089				hypothetical protein
INJOPEMP_01742	CDS	1020				hypothetical protein
INJOPEMP_01743	CDS	6375	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
INJOPEMP_01744	CDS	543				hypothetical protein
INJOPEMP_01745	CDS	1452				hypothetical protein
INJOPEMP_01746	CDS	750	nagR_1		COG2188	HTH-type transcriptional repressor NagR
INJOPEMP_01747	CDS	1725	aprA_1	1.8.99.2		Adenylylsulfate reductase subunit alpha
INJOPEMP_01748	CDS	246				hypothetical protein
INJOPEMP_01749	CDS	1407				hypothetical protein
INJOPEMP_01750	CDS	798				hypothetical protein
INJOPEMP_01751	CDS	855	nrtD_2	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
INJOPEMP_01752	CDS	966				hypothetical protein
INJOPEMP_01753	CDS	282				hypothetical protein
INJOPEMP_01754	CDS	1359	oprB_2		COG3659	Porin B
INJOPEMP_01755	CDS	2412	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
INJOPEMP_01756	CDS	2133	btuB_4			Vitamin B12 transporter BtuB
INJOPEMP_01757	CDS	288				hypothetical protein
INJOPEMP_01758	CDS	636				hypothetical protein
INJOPEMP_01759	CDS	1545	htpX_2	3.4.24.-		Protease HtpX
INJOPEMP_01760	CDS	663				hypothetical protein
INJOPEMP_01761	CDS	672				hypothetical protein
INJOPEMP_01762	CDS	1458				hypothetical protein
INJOPEMP_01763	CDS	429				hypothetical protein
INJOPEMP_01764	CDS	945				hypothetical protein
INJOPEMP_01765	CDS	693	arsH	1.-.-.-	COG0431	NADPH-dependent FMN reductase ArsH
INJOPEMP_01766	CDS	471	arsC	1.20.4.4	COG0394	Arsenate reductase
INJOPEMP_01767	CDS	1284	arsB		COG1055	Arsenical pump membrane protein
INJOPEMP_01768	CDS	351	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
INJOPEMP_01769	CDS	891	rhaS_5			HTH-type transcriptional activator RhaS
INJOPEMP_01770	CDS	1062	adhA	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
INJOPEMP_01771	CDS	378				hypothetical protein
INJOPEMP_01772	CDS	471	soxR_1		COG0789	Redox-sensitive transcriptional activator SoxR
INJOPEMP_01773	CDS	1698	pbpC	3.4.16.4	COG0768	putative peptidoglycan D,D-transpeptidase PbpC
INJOPEMP_01774	CDS	516				hypothetical protein
INJOPEMP_01775	CDS	591	tetC_1			Transposon Tn10 TetC protein
INJOPEMP_01776	CDS	1206				hypothetical protein
INJOPEMP_01777	CDS	1071	pyrG_1	6.3.4.2		CTP synthase
INJOPEMP_01778	CDS	897				hypothetical protein
INJOPEMP_01779	CDS	1320		1.1.99.3		Gluconate 2-dehydrogenase cytochrome c subunit
INJOPEMP_01780	CDS	1776		1.1.99.3		Gluconate 2-dehydrogenase flavoprotein
INJOPEMP_01781	CDS	717		1.1.99.3		Gluconate 2-dehydrogenase subunit 3
INJOPEMP_01782	CDS	987	ghrB_1	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
INJOPEMP_01783	CDS	1308	ttuB			Putative tartrate transporter
INJOPEMP_01784	CDS	951	kdgK	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
INJOPEMP_01785	CDS	783				hypothetical protein
INJOPEMP_01786	CDS	1023	kdgR_2		COG1609	HTH-type transcriptional regulator KdgR
INJOPEMP_01787	CDS	939	pgrR_3			HTH-type transcriptional regulator PgrR
INJOPEMP_01788	CDS	1017				IS110 family transposase ISPa11
INJOPEMP_01789	CDS	648	cc4_1		COG2863	Cytochrome c4
INJOPEMP_01790	CDS	1503	hpaB_1	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
INJOPEMP_01791	CDS	876				hypothetical protein
INJOPEMP_01792	CDS	987				hypothetical protein
INJOPEMP_01793	CDS	987	ansA	3.5.1.1	COG0252	L-asparaginase 1
INJOPEMP_01794	CDS	1446	alsT_2		COG1115	Amino-acid carrier protein AlsT
INJOPEMP_01795	CDS	819				hypothetical protein
INJOPEMP_01796	CDS	1395	lpdV	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
INJOPEMP_01797	CDS	1287	bkdB	2.3.1.168	COG0508	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
INJOPEMP_01798	CDS	1053	bkdA2	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
INJOPEMP_01799	CDS	1233	bkdA1	1.2.4.4	COG1071	2-oxoisovalerate dehydrogenase subunit alpha
INJOPEMP_01800	CDS	129				hypothetical protein
INJOPEMP_01801	CDS	462	lrp_1		COG1522	Leucine-responsive regulatory protein
INJOPEMP_01802	CDS	294				hypothetical protein
INJOPEMP_01803	CDS	1002				hypothetical protein
INJOPEMP_01804	CDS	1734	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
INJOPEMP_01805	CDS	1068				hypothetical protein
INJOPEMP_01806	CDS	1410	murJ_1			lipid II flippase MurJ
INJOPEMP_01807	CDS	1437				hypothetical protein
INJOPEMP_01808	CDS	1104				hypothetical protein
INJOPEMP_01809	CDS	1209				hypothetical protein
INJOPEMP_01810	CDS	1329				hypothetical protein
INJOPEMP_01811	CDS	1188	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
INJOPEMP_01812	CDS	1989				hypothetical protein
INJOPEMP_01813	CDS	795				hypothetical protein
INJOPEMP_01814	CDS	912				hypothetical protein
INJOPEMP_01815	CDS	1467	algA_1		COG0662	Alginate biosynthesis protein AlgA
INJOPEMP_01816	CDS	1437				hypothetical protein
INJOPEMP_01817	CDS	597				hypothetical protein
INJOPEMP_01818	CDS	720	yiiM_1		COG2258	Protein YiiM
INJOPEMP_01819	CDS	1212				hypothetical protein
INJOPEMP_01820	CDS	978				hypothetical protein
INJOPEMP_01821	CDS	417				hypothetical protein
INJOPEMP_01822	CDS	729				hypothetical protein
INJOPEMP_01823	CDS	1020				hypothetical protein
INJOPEMP_01824	CDS	648				hypothetical protein
INJOPEMP_01825	CDS	858				ISNCY family transposase ISBcen27
INJOPEMP_01826	CDS	426				ISNCY family transposase ISBcen27
INJOPEMP_01827	CDS	189				hypothetical protein
INJOPEMP_01828	CDS	126				hypothetical protein
INJOPEMP_01829	CDS	642				hypothetical protein
INJOPEMP_01830	CDS	576				hypothetical protein
INJOPEMP_01831	CDS	543				hypothetical protein
INJOPEMP_01832	CDS	1200				hypothetical protein
INJOPEMP_01833	CDS	867				hypothetical protein
INJOPEMP_01834	CDS	963	hcf136_2			Ycf48-like protein
INJOPEMP_01835	CDS	2403	mdtC_2			Multidrug resistance protein MdtC
INJOPEMP_01836	CDS	1647				hypothetical protein
INJOPEMP_01837	CDS	1425				putative protein
INJOPEMP_01838	CDS	663				hypothetical protein
INJOPEMP_01839	CDS	1368	puuB_4	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
INJOPEMP_01840	CDS	888				hypothetical protein
INJOPEMP_01841	CDS	582				hypothetical protein
INJOPEMP_01842	CDS	1527		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
INJOPEMP_01843	CDS	876	rdmC_1	3.1.1.95		Aclacinomycin methylesterase RdmC
INJOPEMP_01844	CDS	1158	dhaT_1	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
INJOPEMP_01845	CDS	1332	puuP_1		COG0531	Putrescine importer PuuP
INJOPEMP_01846	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
INJOPEMP_01847	CDS	1254	ectB	2.6.1.76		Diaminobutyrate--2-oxoglutarate transaminase
INJOPEMP_01848	CDS	960		1.1.1.373		3-sulfolactaldehyde reductase
INJOPEMP_01849	CDS	153				hypothetical protein
INJOPEMP_01850	CDS	1659	actP_2		COG4147	Cation/acetate symporter ActP
INJOPEMP_01851	CDS	324	yjcH_2		COG3162	Inner membrane protein YjcH
INJOPEMP_01852	CDS	1650		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
INJOPEMP_01853	CDS	768	gno	1.1.1.-		Gluconate 5-dehydrogenase
INJOPEMP_01854	CDS	1173	carC	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
INJOPEMP_01855	CDS	357				hypothetical protein
INJOPEMP_01856	CDS	1056				hypothetical protein
INJOPEMP_01857	CDS	1956	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
INJOPEMP_01858	CDS	504				hypothetical protein
INJOPEMP_01859	CDS	2304	yebT_1		COG3008	Intermembrane transport protein YebT
INJOPEMP_01860	CDS	621	pqiA_1		COG2995	Intermembrane transport protein PqiA
INJOPEMP_01861	CDS	1584		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
INJOPEMP_01862	CDS	996				hypothetical protein
INJOPEMP_01863	CDS	1176	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
INJOPEMP_01864	CDS	1323	rhmT			Inner membrane transport protein RhmT
INJOPEMP_01865	CDS	1251	nicP_2			Porin-like protein NicP
INJOPEMP_01866	CDS	1014	pdxA2	1.1.1.409	COG1995	D-erythronate 4-phosphate dehydrogenase
INJOPEMP_01867	CDS	960				hypothetical protein
INJOPEMP_01868	CDS	1326	garP			putative galactarate transporter
INJOPEMP_01869	CDS	1014				hypothetical protein
INJOPEMP_01870	CDS	531				hypothetical protein
INJOPEMP_01871	CDS	1521				hypothetical protein
INJOPEMP_01872	CDS	948	gbpR_2			HTH-type transcriptional regulator GbpR
INJOPEMP_01873	CDS	477				hypothetical protein
INJOPEMP_01874	CDS	807	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
INJOPEMP_01875	CDS	717	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
INJOPEMP_01876	CDS	678	yecS_1		COG0765	L-cystine transport system permease protein YecS
INJOPEMP_01877	CDS	885				hypothetical protein
INJOPEMP_01878	CDS	1596	pdeB_1	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
INJOPEMP_01879	CDS	876	garR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
INJOPEMP_01880	CDS	345				hypothetical protein
INJOPEMP_01881	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
INJOPEMP_01882	CDS	585	nemR_1			HTH-type transcriptional repressor NemR
INJOPEMP_01883	CDS	1254	hcnC_1	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
INJOPEMP_01884	CDS	1395	hcnB_1	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
INJOPEMP_01885	CDS	315	hcnA	1.4.99.5	COG0446	Hydrogen cyanide synthase subunit HcnA
INJOPEMP_01886	CDS	414	hrp1_1		COG0517	Hypoxic response protein 1
INJOPEMP_01887	CDS	1137				hypothetical protein
INJOPEMP_01888	CDS	345	gsiB		COG3729	Glucose starvation-inducible protein B
INJOPEMP_01889	CDS	555	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
INJOPEMP_01890	CDS	1167	fdhA_1	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
INJOPEMP_01891	CDS	426				hypothetical protein
INJOPEMP_01892	CDS	171				hypothetical protein
INJOPEMP_01893	CDS	885	ydbD	1.11.1.6	COG3546	putative manganese catalase
INJOPEMP_01894	CDS	510	yciE		COG3685	Protein YciE
INJOPEMP_01895	CDS	285				hypothetical protein
INJOPEMP_01896	CDS	270				hypothetical protein
INJOPEMP_01897	CDS	1134		6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
INJOPEMP_01898	CDS	1377				hypothetical protein
INJOPEMP_01899	CDS	951	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
INJOPEMP_01900	CDS	231				hypothetical protein
INJOPEMP_01901	CDS	609	yohC_1			Inner membrane protein YohC
INJOPEMP_01902	CDS	1953	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
INJOPEMP_01903	CDS	591				hypothetical protein
INJOPEMP_01904	CDS	348				hypothetical protein
INJOPEMP_01905	CDS	264				hypothetical protein
INJOPEMP_01906	CDS	300				hypothetical protein
INJOPEMP_01907	CDS	351				hypothetical protein
INJOPEMP_01908	CDS	1077				hypothetical protein
INJOPEMP_01909	CDS	471			COG5592	DNA nickase
INJOPEMP_01910	CDS	210				hypothetical protein
INJOPEMP_01911	CDS	453				hypothetical protein
INJOPEMP_01912	CDS	777				hypothetical protein
INJOPEMP_01913	CDS	1098				hypothetical protein
INJOPEMP_01914	CDS	180				hypothetical protein
INJOPEMP_01915	CDS	366				hypothetical protein
INJOPEMP_01916	CDS	1605	glgA	2.4.1.21	COG0297	Glycogen synthase
INJOPEMP_01917	CDS	1752	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
INJOPEMP_01918	CDS	2055	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
INJOPEMP_01919	CDS	2781				hypothetical protein
INJOPEMP_01920	CDS	306				hypothetical protein
INJOPEMP_01921	CDS	2151	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
INJOPEMP_01922	CDS	417	hrp1_2		COG0517	Hypoxic response protein 1
INJOPEMP_01923	CDS	1248		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
INJOPEMP_01924	CDS	939				hypothetical protein
INJOPEMP_01925	CDS	738				hypothetical protein
INJOPEMP_01926	CDS	1206	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
INJOPEMP_01927	CDS	996	ybhN		COG0392	Inner membrane protein YbhN
INJOPEMP_01928	CDS	2199	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
INJOPEMP_01929	CDS	3303		2.7.1.8		Glucosamine kinase
INJOPEMP_01930	CDS	1995	glgE2	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2
INJOPEMP_01931	CDS	882	ku		COG1273	Non-homologous end joining protein Ku
INJOPEMP_01932	CDS	243				hypothetical protein
INJOPEMP_01933	CDS	492				hypothetical protein
INJOPEMP_01934	CDS	2130	katE	1.11.1.6	COG0753	Catalase HPII
INJOPEMP_01935	CDS	168				hypothetical protein
INJOPEMP_01936	CDS	165				hypothetical protein
INJOPEMP_01937	CDS	399				hypothetical protein
INJOPEMP_01938	CDS	2439	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
INJOPEMP_01939	CDS	288				hypothetical protein
INJOPEMP_01940	CDS	189				hypothetical protein
INJOPEMP_01941	CDS	861	ydaD	1.-.-.-		General stress protein 39
INJOPEMP_01942	CDS	519	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
INJOPEMP_01943	CDS	240				hypothetical protein
INJOPEMP_01944	CDS	216				hypothetical protein
INJOPEMP_01945	CDS	2523	ligD_2		COG1793	Multifunctional non-homologous end joining protein LigD
INJOPEMP_01946	CDS	390				hypothetical protein
INJOPEMP_01947	CDS	525				hypothetical protein
INJOPEMP_01948	CDS	450				hypothetical protein
INJOPEMP_01949	CDS	1365				hypothetical protein
INJOPEMP_01950	CDS	525				hypothetical protein
INJOPEMP_01951	CDS	858	pdeB_2	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeB
INJOPEMP_01952	CDS	648	yadV_1			putative fimbrial chaperone YadV
INJOPEMP_01953	CDS	1362				hypothetical protein
INJOPEMP_01954	CDS	2619	elfC		COG3188	putative outer membrane usher protein ElfC
INJOPEMP_01955	CDS	747	yadV_2			putative fimbrial chaperone YadV
INJOPEMP_01956	CDS	483				hypothetical protein
INJOPEMP_01957	CDS	1227				hypothetical protein
INJOPEMP_01958	CDS	636	ybdM		COG1475	putative protein YbdM
INJOPEMP_01959	CDS	1449	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
INJOPEMP_01960	CDS	1638	betA_1	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
INJOPEMP_01961	CDS	933	dmlR_11			HTH-type transcriptional regulator DmlR
INJOPEMP_01962	CDS	1128				hypothetical protein
INJOPEMP_01963	CDS	906	leuO			HTH-type transcriptional regulator LeuO
INJOPEMP_01964	CDS	429				hypothetical protein
INJOPEMP_01965	CDS	1113				hypothetical protein
INJOPEMP_01966	CDS	243				hypothetical protein
INJOPEMP_01967	CDS	1077	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
INJOPEMP_01968	CDS	984				hypothetical protein
INJOPEMP_01969	CDS	798		4.2.1.-	COG4336	Putative hydro-lyase
INJOPEMP_01970	CDS	1047	hdfR_2			HTH-type transcriptional regulator HdfR
INJOPEMP_01971	CDS	1272	yjhB_1			Putative metabolite transport protein YjhB
INJOPEMP_01972	CDS	1230	nicP_3			Porin-like protein NicP
INJOPEMP_01973	CDS	744	pxpA3_1	3.5.2.9	COG1540	5-oxoprolinase subunit A 3
INJOPEMP_01974	CDS	714	pxpB_1	3.5.2.9	COG2049	5-oxoprolinase subunit B
INJOPEMP_01975	CDS	942	pxpC_1	3.5.2.9	COG1984	5-oxoprolinase subunit C
INJOPEMP_01976	CDS	477				hypothetical protein
INJOPEMP_01977	CDS	1773	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
INJOPEMP_01978	CDS	399				hypothetical protein
INJOPEMP_01979	CDS	735	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
INJOPEMP_01980	CDS	720	lpxD_1	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
INJOPEMP_01981	CDS	918	cysK_2	2.5.1.47		Cysteine synthase
INJOPEMP_01982	CDS	1419	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
