locus_tag	ftype	length_bp	gene	EC_number	COG	product
ANBPDDAH_01714	CDS	561				hypothetical protein
ANBPDDAH_01715	CDS	1068				hypothetical protein
ANBPDDAH_01716	CDS	837	nrtD_1	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
ANBPDDAH_01717	CDS	1200				hypothetical protein
ANBPDDAH_01718	CDS	765				hypothetical protein
ANBPDDAH_01719	CDS	1410	dmoA_2	1.14.13.131		Dimethyl-sulfide monooxygenase
ANBPDDAH_01720	CDS	1236	soxC_3			Dibenzothiophene desulfurization enzyme C
ANBPDDAH_01721	CDS	1260	sfnC_2	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
ANBPDDAH_01722	CDS	1626	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
ANBPDDAH_01723	CDS	144				hypothetical protein
ANBPDDAH_01724	CDS	1353	gntT		COG2610	High-affinity gluconate transporter
ANBPDDAH_01725	CDS	522		2.7.1.12	COG3265	Gluconokinase
ANBPDDAH_01726	CDS	1032	gntR_1			HTH-type transcriptional regulator GntR
ANBPDDAH_01727	CDS	366				hypothetical protein
ANBPDDAH_01728	CDS	1299	puuB_3	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
ANBPDDAH_01729	CDS	894	pgrR_2			HTH-type transcriptional regulator PgrR
ANBPDDAH_01730	CDS	1176	estB_1	3.1.1.-	COG1680	Esterase EstB
ANBPDDAH_01731	CDS	1254	nepI		COG2814	Purine ribonucleoside efflux pump NepI
ANBPDDAH_01732	CDS	504				hypothetical protein
ANBPDDAH_01733	CDS	633	sutR_1		COG1396	HTH-type transcriptional regulator SutR
ANBPDDAH_01734	CDS	159				hypothetical protein
ANBPDDAH_01735	CDS	888	tauD_1	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
ANBPDDAH_01736	CDS	1023				hypothetical protein
ANBPDDAH_01737	CDS	849	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
ANBPDDAH_01738	CDS	867				hypothetical protein
ANBPDDAH_01739	CDS	618	eamB		COG1280	Cysteine/O-acetylserine efflux protein
ANBPDDAH_01740	CDS	3750	lgrB_3			Linear gramicidin synthase subunit B
ANBPDDAH_01741	CDS	1089				hypothetical protein
ANBPDDAH_01742	CDS	1020				hypothetical protein
ANBPDDAH_01743	CDS	6375	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
ANBPDDAH_01744	CDS	543				hypothetical protein
ANBPDDAH_01745	CDS	1452				hypothetical protein
ANBPDDAH_01746	CDS	750	nagR_1		COG2188	HTH-type transcriptional repressor NagR
ANBPDDAH_01747	CDS	1725	aprA_1	1.8.99.2		Adenylylsulfate reductase subunit alpha
ANBPDDAH_01748	CDS	246				hypothetical protein
ANBPDDAH_01749	CDS	1407				hypothetical protein
ANBPDDAH_01750	CDS	798				hypothetical protein
ANBPDDAH_01751	CDS	855	nrtD_2	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
ANBPDDAH_01752	CDS	966				hypothetical protein
ANBPDDAH_01753	CDS	282				hypothetical protein
ANBPDDAH_01754	CDS	1359	oprB_2		COG3659	Porin B
ANBPDDAH_01755	CDS	2412	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
ANBPDDAH_01756	CDS	2133	btuB_4			Vitamin B12 transporter BtuB
ANBPDDAH_01757	CDS	288				hypothetical protein
ANBPDDAH_01758	CDS	636				hypothetical protein
ANBPDDAH_01759	CDS	1545	htpX_2	3.4.24.-		Protease HtpX
ANBPDDAH_01760	CDS	663				hypothetical protein
ANBPDDAH_01761	CDS	672				hypothetical protein
ANBPDDAH_01762	CDS	1458				hypothetical protein
ANBPDDAH_01763	CDS	429				hypothetical protein
ANBPDDAH_01764	CDS	945				hypothetical protein
ANBPDDAH_01765	CDS	693	arsH	1.-.-.-	COG0431	NADPH-dependent FMN reductase ArsH
ANBPDDAH_01766	CDS	471	arsC	1.20.4.4	COG0394	Arsenate reductase
ANBPDDAH_01767	CDS	1284	arsB		COG1055	Arsenical pump membrane protein
ANBPDDAH_01768	CDS	351	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
ANBPDDAH_01769	CDS	891	rhaS_5			HTH-type transcriptional activator RhaS
ANBPDDAH_01770	CDS	1062	adhA	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
ANBPDDAH_01771	CDS	378				hypothetical protein
ANBPDDAH_01772	CDS	471	soxR_1		COG0789	Redox-sensitive transcriptional activator SoxR
ANBPDDAH_01773	CDS	1698	pbpC	3.4.16.4	COG0768	putative peptidoglycan D,D-transpeptidase PbpC
ANBPDDAH_01774	CDS	516				hypothetical protein
ANBPDDAH_01775	CDS	591	tetC_1			Transposon Tn10 TetC protein
ANBPDDAH_01776	CDS	1206				hypothetical protein
ANBPDDAH_01777	CDS	1071	pyrG_1	6.3.4.2		CTP synthase
ANBPDDAH_01778	CDS	897				hypothetical protein
ANBPDDAH_01779	CDS	1320		1.1.99.3		Gluconate 2-dehydrogenase cytochrome c subunit
ANBPDDAH_01780	CDS	1776		1.1.99.3		Gluconate 2-dehydrogenase flavoprotein
ANBPDDAH_01781	CDS	717		1.1.99.3		Gluconate 2-dehydrogenase subunit 3
ANBPDDAH_01782	CDS	987	ghrB_1	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
ANBPDDAH_01783	CDS	1308	ttuB			Putative tartrate transporter
ANBPDDAH_01784	CDS	951	kdgK	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
ANBPDDAH_01785	CDS	783				hypothetical protein
ANBPDDAH_01786	CDS	1023	kdgR_2		COG1609	HTH-type transcriptional regulator KdgR
ANBPDDAH_01787	CDS	939	pgrR_3			HTH-type transcriptional regulator PgrR
ANBPDDAH_01788	CDS	1017				IS110 family transposase ISPa11
ANBPDDAH_01789	CDS	648	cc4_1		COG2863	Cytochrome c4
ANBPDDAH_01790	CDS	1503	hpaB_1	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
ANBPDDAH_01791	CDS	876				hypothetical protein
ANBPDDAH_01792	CDS	987				hypothetical protein
ANBPDDAH_01793	CDS	987	ansA	3.5.1.1	COG0252	L-asparaginase 1
ANBPDDAH_01794	CDS	1446	alsT_2		COG1115	Amino-acid carrier protein AlsT
ANBPDDAH_01795	CDS	819				hypothetical protein
ANBPDDAH_01796	CDS	1395	lpdV	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
ANBPDDAH_01797	CDS	1287	bkdB	2.3.1.168	COG0508	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
ANBPDDAH_01798	CDS	1053	bkdA2	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
ANBPDDAH_01799	CDS	1233	bkdA1	1.2.4.4	COG1071	2-oxoisovalerate dehydrogenase subunit alpha
ANBPDDAH_01800	CDS	129				hypothetical protein
ANBPDDAH_01801	CDS	462	lrp_1		COG1522	Leucine-responsive regulatory protein
ANBPDDAH_01802	CDS	294				hypothetical protein
ANBPDDAH_01803	CDS	1002				hypothetical protein
ANBPDDAH_01804	CDS	1734	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
ANBPDDAH_01805	CDS	1068				hypothetical protein
ANBPDDAH_01806	CDS	1410	murJ_1			lipid II flippase MurJ
ANBPDDAH_01807	CDS	1437				hypothetical protein
ANBPDDAH_01808	CDS	1104				hypothetical protein
ANBPDDAH_01809	CDS	1209				hypothetical protein
ANBPDDAH_01810	CDS	1329				hypothetical protein
ANBPDDAH_01811	CDS	1188	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
ANBPDDAH_01812	CDS	1989				hypothetical protein
ANBPDDAH_01813	CDS	795				hypothetical protein
ANBPDDAH_01814	CDS	912				hypothetical protein
ANBPDDAH_01815	CDS	1467	algA_1		COG0662	Alginate biosynthesis protein AlgA
ANBPDDAH_01816	CDS	1437				hypothetical protein
ANBPDDAH_01817	CDS	597				hypothetical protein
ANBPDDAH_01818	CDS	720	yiiM_1		COG2258	Protein YiiM
ANBPDDAH_01819	CDS	1212				hypothetical protein
ANBPDDAH_01820	CDS	978				hypothetical protein
ANBPDDAH_01821	CDS	417				hypothetical protein
ANBPDDAH_01822	CDS	729				hypothetical protein
ANBPDDAH_01823	CDS	1020				hypothetical protein
ANBPDDAH_01824	CDS	648				hypothetical protein
ANBPDDAH_01825	CDS	858				ISNCY family transposase ISBcen27
ANBPDDAH_01826	CDS	426				ISNCY family transposase ISBcen27
ANBPDDAH_01827	CDS	189				hypothetical protein
ANBPDDAH_01828	CDS	126				hypothetical protein
ANBPDDAH_01829	CDS	642				hypothetical protein
ANBPDDAH_01830	CDS	576				hypothetical protein
ANBPDDAH_01831	CDS	543				hypothetical protein
ANBPDDAH_01832	CDS	1200				hypothetical protein
ANBPDDAH_01833	CDS	867				hypothetical protein
ANBPDDAH_01834	CDS	963	hcf136_2			Ycf48-like protein
ANBPDDAH_01835	CDS	2403	mdtC_2			Multidrug resistance protein MdtC
ANBPDDAH_01836	CDS	1647				hypothetical protein
ANBPDDAH_01837	CDS	1425				putative protein
ANBPDDAH_01838	CDS	663				hypothetical protein
ANBPDDAH_01839	CDS	1368	puuB_4	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
ANBPDDAH_01840	CDS	888				hypothetical protein
ANBPDDAH_01841	CDS	582				hypothetical protein
ANBPDDAH_01842	CDS	1527		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
ANBPDDAH_01843	CDS	876	rdmC_1	3.1.1.95		Aclacinomycin methylesterase RdmC
ANBPDDAH_01844	CDS	1158	dhaT_1	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
ANBPDDAH_01845	CDS	1332	puuP_1		COG0531	Putrescine importer PuuP
ANBPDDAH_01846	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
ANBPDDAH_01847	CDS	1254	ectB	2.6.1.76		Diaminobutyrate--2-oxoglutarate transaminase
ANBPDDAH_01848	CDS	960		1.1.1.373		3-sulfolactaldehyde reductase
ANBPDDAH_01849	CDS	153				hypothetical protein
ANBPDDAH_01850	CDS	1659	actP_2		COG4147	Cation/acetate symporter ActP
ANBPDDAH_01851	CDS	324	yjcH_2		COG3162	Inner membrane protein YjcH
ANBPDDAH_01852	CDS	1650		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
ANBPDDAH_01853	CDS	768	gno	1.1.1.-		Gluconate 5-dehydrogenase
ANBPDDAH_01854	CDS	1173	carC	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
ANBPDDAH_01855	CDS	357				hypothetical protein
ANBPDDAH_01856	CDS	1056				hypothetical protein
ANBPDDAH_01857	CDS	1956	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
ANBPDDAH_01858	CDS	504				hypothetical protein
ANBPDDAH_01859	CDS	2304	yebT_1		COG3008	Intermembrane transport protein YebT
ANBPDDAH_01860	CDS	621	pqiA_1		COG2995	Intermembrane transport protein PqiA
ANBPDDAH_01861	CDS	1584		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
ANBPDDAH_01862	CDS	996				hypothetical protein
ANBPDDAH_01863	CDS	1176	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
ANBPDDAH_01864	CDS	1323	rhmT			Inner membrane transport protein RhmT
ANBPDDAH_01865	CDS	1251	nicP_2			Porin-like protein NicP
ANBPDDAH_01866	CDS	1014	pdxA2	1.1.1.409	COG1995	D-erythronate 4-phosphate dehydrogenase
ANBPDDAH_01867	CDS	960				hypothetical protein
ANBPDDAH_01868	CDS	1326	garP			putative galactarate transporter
ANBPDDAH_01869	CDS	1014				hypothetical protein
ANBPDDAH_01870	CDS	531				hypothetical protein
ANBPDDAH_01871	CDS	1521				hypothetical protein
ANBPDDAH_01872	CDS	948	gbpR_2			HTH-type transcriptional regulator GbpR
ANBPDDAH_01873	CDS	477				hypothetical protein
ANBPDDAH_01874	CDS	807	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
ANBPDDAH_01875	CDS	717	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
ANBPDDAH_01876	CDS	678	yecS_1		COG0765	L-cystine transport system permease protein YecS
ANBPDDAH_01877	CDS	885				hypothetical protein
ANBPDDAH_01878	CDS	1596	pdeB_1	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
ANBPDDAH_01879	CDS	876	garR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
ANBPDDAH_01880	CDS	345				hypothetical protein
ANBPDDAH_01881	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
ANBPDDAH_01882	CDS	585	nemR_1			HTH-type transcriptional repressor NemR
ANBPDDAH_01883	CDS	1254	hcnC_1	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
ANBPDDAH_01884	CDS	1395	hcnB_1	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
ANBPDDAH_01885	CDS	315	hcnA	1.4.99.5	COG0446	Hydrogen cyanide synthase subunit HcnA
ANBPDDAH_01886	CDS	414	hrp1_1		COG0517	Hypoxic response protein 1
ANBPDDAH_01887	CDS	1137				hypothetical protein
ANBPDDAH_01888	CDS	345	gsiB		COG3729	Glucose starvation-inducible protein B
ANBPDDAH_01889	CDS	555	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
ANBPDDAH_01890	CDS	1167	fdhA_1	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
ANBPDDAH_01891	CDS	426				hypothetical protein
ANBPDDAH_01892	CDS	171				hypothetical protein
ANBPDDAH_01893	CDS	885	ydbD	1.11.1.6	COG3546	putative manganese catalase
ANBPDDAH_01894	CDS	510	yciE		COG3685	Protein YciE
ANBPDDAH_01895	CDS	285				hypothetical protein
ANBPDDAH_01896	CDS	270				hypothetical protein
ANBPDDAH_01897	CDS	1134		6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
ANBPDDAH_01898	CDS	1377				hypothetical protein
ANBPDDAH_01899	CDS	951	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
ANBPDDAH_01900	CDS	231				hypothetical protein
ANBPDDAH_01901	CDS	609	yohC_1			Inner membrane protein YohC
ANBPDDAH_01902	CDS	1953	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
ANBPDDAH_01903	CDS	591				hypothetical protein
ANBPDDAH_01904	CDS	348				hypothetical protein
ANBPDDAH_01905	CDS	264				hypothetical protein
ANBPDDAH_01906	CDS	300				hypothetical protein
ANBPDDAH_01907	CDS	351				hypothetical protein
ANBPDDAH_01908	CDS	1077				hypothetical protein
ANBPDDAH_01909	CDS	471			COG5592	DNA nickase
ANBPDDAH_01910	CDS	210				hypothetical protein
ANBPDDAH_01911	CDS	453				hypothetical protein
ANBPDDAH_01912	CDS	777				hypothetical protein
ANBPDDAH_01913	CDS	1098				hypothetical protein
ANBPDDAH_01914	CDS	180				hypothetical protein
ANBPDDAH_01915	CDS	366				hypothetical protein
ANBPDDAH_01916	CDS	1605	glgA	2.4.1.21	COG0297	Glycogen synthase
ANBPDDAH_01917	CDS	1752	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
ANBPDDAH_01918	CDS	2055	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
ANBPDDAH_01919	CDS	2781				hypothetical protein
ANBPDDAH_01920	CDS	306				hypothetical protein
ANBPDDAH_01921	CDS	2151	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
ANBPDDAH_01922	CDS	417	hrp1_2		COG0517	Hypoxic response protein 1
ANBPDDAH_01923	CDS	1248		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
ANBPDDAH_01924	CDS	939				hypothetical protein
ANBPDDAH_01925	CDS	738				hypothetical protein
ANBPDDAH_01926	CDS	1206	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
ANBPDDAH_01927	CDS	996	ybhN		COG0392	Inner membrane protein YbhN
ANBPDDAH_01928	CDS	2199	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
ANBPDDAH_01929	CDS	3303		2.7.1.8		Glucosamine kinase
ANBPDDAH_01930	CDS	1995	glgE2	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2
ANBPDDAH_01931	CDS	882	ku		COG1273	Non-homologous end joining protein Ku
ANBPDDAH_01932	CDS	243				hypothetical protein
ANBPDDAH_01933	CDS	492				hypothetical protein
ANBPDDAH_01934	CDS	2130	katE	1.11.1.6	COG0753	Catalase HPII
ANBPDDAH_01935	CDS	168				hypothetical protein
ANBPDDAH_01936	CDS	165				hypothetical protein
ANBPDDAH_01937	CDS	399				hypothetical protein
ANBPDDAH_01938	CDS	2439	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
ANBPDDAH_01939	CDS	288				hypothetical protein
ANBPDDAH_01940	CDS	189				hypothetical protein
ANBPDDAH_01941	CDS	861	ydaD	1.-.-.-		General stress protein 39
ANBPDDAH_01942	CDS	519	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
ANBPDDAH_01943	CDS	240				hypothetical protein
ANBPDDAH_01944	CDS	216				hypothetical protein
ANBPDDAH_01945	CDS	2523	ligD_2		COG1793	Multifunctional non-homologous end joining protein LigD
ANBPDDAH_01946	CDS	390				hypothetical protein
ANBPDDAH_01947	CDS	525				hypothetical protein
ANBPDDAH_01948	CDS	450				hypothetical protein
ANBPDDAH_01949	CDS	1365				hypothetical protein
ANBPDDAH_01950	CDS	525				hypothetical protein
ANBPDDAH_01951	CDS	858	pdeB_2	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeB
ANBPDDAH_01952	CDS	648	yadV_1			putative fimbrial chaperone YadV
ANBPDDAH_01953	CDS	1362				hypothetical protein
ANBPDDAH_01954	CDS	2619	elfC		COG3188	putative outer membrane usher protein ElfC
ANBPDDAH_01955	CDS	747	yadV_2			putative fimbrial chaperone YadV
ANBPDDAH_01956	CDS	483				hypothetical protein
ANBPDDAH_01957	CDS	1227				hypothetical protein
ANBPDDAH_01958	CDS	636	ybdM		COG1475	putative protein YbdM
ANBPDDAH_01959	CDS	1449	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
ANBPDDAH_01960	CDS	1638	betA_1	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
ANBPDDAH_01961	CDS	933	dmlR_11			HTH-type transcriptional regulator DmlR
ANBPDDAH_01962	CDS	1128				hypothetical protein
ANBPDDAH_01963	CDS	906	leuO			HTH-type transcriptional regulator LeuO
ANBPDDAH_01964	CDS	429				hypothetical protein
ANBPDDAH_01965	CDS	1113				hypothetical protein
ANBPDDAH_01966	CDS	243				hypothetical protein
ANBPDDAH_01967	CDS	1077	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
ANBPDDAH_01968	CDS	984				hypothetical protein
ANBPDDAH_01969	CDS	798		4.2.1.-	COG4336	Putative hydro-lyase
ANBPDDAH_01970	CDS	1047	hdfR_2			HTH-type transcriptional regulator HdfR
ANBPDDAH_01971	CDS	1272	yjhB_1			Putative metabolite transport protein YjhB
ANBPDDAH_01972	CDS	1230	nicP_3			Porin-like protein NicP
ANBPDDAH_01973	CDS	744	pxpA3_1	3.5.2.9	COG1540	5-oxoprolinase subunit A 3
ANBPDDAH_01974	CDS	714	pxpB_1	3.5.2.9	COG2049	5-oxoprolinase subunit B
ANBPDDAH_01975	CDS	942	pxpC_1	3.5.2.9	COG1984	5-oxoprolinase subunit C
ANBPDDAH_01976	CDS	477				hypothetical protein
ANBPDDAH_01977	CDS	1773	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
ANBPDDAH_01978	CDS	399				hypothetical protein
ANBPDDAH_01979	CDS	735	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
ANBPDDAH_01980	CDS	720	lpxD_1	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
ANBPDDAH_01981	CDS	918	cysK_2	2.5.1.47		Cysteine synthase
ANBPDDAH_01982	CDS	1419	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
ANBPDDAH_01983	CDS	459				hypothetical protein
ANBPDDAH_01984	CDS	891	yedA_1			putative inner membrane transporter YedA
ANBPDDAH_01985	CDS	1434	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
ANBPDDAH_01986	CDS	756				hypothetical protein
ANBPDDAH_01987	CDS	957	lipR	3.1.1.-	COG0657	Putative acetyl-hydrolase LipR
ANBPDDAH_01988	CDS	1476		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
ANBPDDAH_01989	CDS	237				hypothetical protein
ANBPDDAH_01990	CDS	669				hypothetical protein
ANBPDDAH_01991	CDS	846				hypothetical protein
ANBPDDAH_01992	CDS	957				hypothetical protein
ANBPDDAH_01993	CDS	510	fecI_4		COG1595	putative RNA polymerase sigma factor FecI
ANBPDDAH_01994	CDS	1197	pbuE_3		COG2814	Purine efflux pump PbuE
ANBPDDAH_01995	CDS	1281				L-lactate transporter
ANBPDDAH_01996	CDS	1080	ssuD_3	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
ANBPDDAH_01997	CDS	2652	pfeA_2		COG4771	Ferric enterobactin receptor
ANBPDDAH_01998	CDS	849	tam_3	2.1.1.144		Trans-aconitate 2-methyltransferase
ANBPDDAH_01999	CDS	657				hypothetical protein
ANBPDDAH_02000	CDS	903		3.8.1.3	COG0596	Fluoroacetate dehalogenase
ANBPDDAH_02001	CDS	510	cmtAc			p-cumate 2,3-dioxygenase system, small oxygenase component
ANBPDDAH_02002	CDS	1833	asnO_1	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
ANBPDDAH_02003	CDS	1275	cmtAb	1.14.12.25	COG4638	p-cumate 2,3-dioxygenase system, large oxygenase component
ANBPDDAH_02004	CDS	477	lrp_2		COG1522	Leucine-responsive regulatory protein
ANBPDDAH_02005	CDS	642	kynB	3.5.1.9	COG1878	Kynurenine formamidase
ANBPDDAH_02006	CDS	1251	kynU	3.7.1.3		Kynureninase
ANBPDDAH_02007	CDS	3564				hypothetical protein
ANBPDDAH_02008	CDS	1905				hypothetical protein
ANBPDDAH_02009	CDS	951	catM			HTH-type transcriptional regulator CatM
ANBPDDAH_02010	CDS	210				hypothetical protein
ANBPDDAH_02011	CDS	1659				hypothetical protein
ANBPDDAH_02012	CDS	2595				hypothetical protein
ANBPDDAH_02013	CDS	2109	fusB		COG0480	Elongation factor G 2
ANBPDDAH_02014	CDS	2643	btuB_5			Vitamin B12 transporter BtuB
ANBPDDAH_02015	CDS	1725	novN	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
ANBPDDAH_02016	CDS	1164	hcaT_1			putative 3-phenylpropionic acid transporter
ANBPDDAH_02017	CDS	669		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
ANBPDDAH_02018	CDS	639				hypothetical protein
ANBPDDAH_02019	CDS	1845	copA_1			Copper resistance protein A
ANBPDDAH_02020	CDS	1056	copB			Copper resistance protein B
ANBPDDAH_02021	CDS	1224				hypothetical protein
ANBPDDAH_02022	CDS	1182	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
ANBPDDAH_02023	CDS	1611	yejF_1		COG4172	putative ABC transporter ATP-binding protein YejF
ANBPDDAH_02024	CDS	1017	yejE_1		COG4239	Inner membrane ABC transporter permease protein YejE
ANBPDDAH_02025	CDS	1074	yejB_1		COG4174	Inner membrane ABC transporter permease protein YejB
ANBPDDAH_02026	CDS	1809				hypothetical protein
ANBPDDAH_02027	CDS	2958	btuB_6			Vitamin B12 transporter BtuB
ANBPDDAH_02028	CDS	903	pgrR_4			HTH-type transcriptional regulator PgrR
ANBPDDAH_02029	CDS	1416	efpA			putative MFS-type transporter EfpA
ANBPDDAH_02030	CDS	888	cynR_1			HTH-type transcriptional regulator CynR
ANBPDDAH_02031	CDS	663	cynT_1	4.2.1.1	COG0288	Carbonic anhydrase 1
ANBPDDAH_02032	CDS	471	cynS	4.2.1.104	COG1513	Cyanate hydratase
ANBPDDAH_02033	CDS	954	fecR_2		COG3712	Protein FecR
ANBPDDAH_02034	CDS	507	fecI_5		COG1595	putative RNA polymerase sigma factor FecI
ANBPDDAH_02035	CDS	1938				hypothetical protein
ANBPDDAH_02036	CDS	297				hypothetical protein
ANBPDDAH_02037	CDS	933	rhaS_6			HTH-type transcriptional activator RhaS
ANBPDDAH_02038	CDS	1356				hypothetical protein
ANBPDDAH_02039	CDS	261	yidD			Putative membrane protein insertion efficiency factor
ANBPDDAH_02040	CDS	1875				hypothetical protein
ANBPDDAH_02041	CDS	903				hypothetical protein
ANBPDDAH_02042	CDS	1230	sstT		COG3633	Serine/threonine transporter SstT
ANBPDDAH_02043	CDS	1371	puuP_2		COG0531	Putrescine importer PuuP
ANBPDDAH_02044	CDS	1377	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
ANBPDDAH_02045	CDS	711				hypothetical protein
ANBPDDAH_02046	CDS	312				hypothetical protein
ANBPDDAH_02047	CDS	1659	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
ANBPDDAH_02048	CDS	675	cmoA_1	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
ANBPDDAH_02049	CDS	909			COG2375	putative protein
ANBPDDAH_02050	CDS	1425	norG_2		COG1167	HTH-type transcriptional regulator NorG
ANBPDDAH_02051	CDS	255				hypothetical protein
ANBPDDAH_02052	CDS	258				hypothetical protein
ANBPDDAH_02053	CDS	672				hypothetical protein
ANBPDDAH_02054	CDS	318				hypothetical protein
ANBPDDAH_02055	CDS	474	decR		COG1522	DNA-binding transcriptional activator DecR
ANBPDDAH_02056	CDS	393				hypothetical protein
ANBPDDAH_02057	CDS	1002				hypothetical protein
ANBPDDAH_02058	CDS	1356	garB	1.8.1.16		Glutathione amide reductase
ANBPDDAH_02059	CDS	423				hypothetical protein
ANBPDDAH_02060	CDS	840	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
ANBPDDAH_02061	CDS	1362	rkpK_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
ANBPDDAH_02062	CDS	225				hypothetical protein
ANBPDDAH_02063	CDS	486	ttgR			HTH-type transcriptional regulator TtgR
ANBPDDAH_02064	CDS	1191	acrE			Multidrug export protein AcrE
ANBPDDAH_02065	CDS	3138	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
ANBPDDAH_02066	CDS	930	yjiK_1		COG3204	putative protein YjiK
ANBPDDAH_02067	CDS	405	cueR		COG0789	HTH-type transcriptional regulator CueR
ANBPDDAH_02068	CDS	1164	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
ANBPDDAH_02069	CDS	1608		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
ANBPDDAH_02070	CDS	798	menB_1	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
ANBPDDAH_02071	CDS	1968	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
ANBPDDAH_02072	CDS	903	liuE	4.1.3.26	COG0119	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase
ANBPDDAH_02073	CDS	804	kdgR_3		COG1414	Transcriptional regulator KdgR
ANBPDDAH_02074	CDS	1299	hmgA	1.13.11.5	COG3508	Homogentisate 1,2-dioxygenase
