locus_tag	ftype	length_bp	gene	EC_number	COG	product
NCACPHNA_01215	CDS	2709	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
NCACPHNA_01216	CDS	432	yjaB_1	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
NCACPHNA_01217	CDS	1590				hypothetical protein
NCACPHNA_01218	CDS	1641	expZ		COG0488	Nucleotide-binding protein ExpZ
NCACPHNA_01219	CDS	336				hypothetical protein
NCACPHNA_01220	CDS	612				hypothetical protein
NCACPHNA_01221	CDS	1323	bdlA_2		COG0840	Biofilm dispersion protein BdlA
NCACPHNA_01222	CDS	894	argP_1			HTH-type transcriptional regulator ArgP
NCACPHNA_01223	CDS	960	gbuA	3.5.3.7	COG0010	Guanidinobutyrase
NCACPHNA_01224	CDS	420				hypothetical protein
NCACPHNA_01225	CDS	1512				hypothetical protein
NCACPHNA_01226	CDS	1392	opuE		COG0591	Osmoregulated proline transporter OpuE
NCACPHNA_01227	CDS	1602	aruI_1	4.1.1.75	COG0028	putative 2-ketoarginine decarboxylase AruI
NCACPHNA_01228	CDS	1383		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
NCACPHNA_01229	CDS	729	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
NCACPHNA_01230	CDS	135				hypothetical protein
NCACPHNA_01231	CDS	873	gltR_1		COG0583	HTH-type transcriptional regulator GltR
NCACPHNA_01232	CDS	1203				hypothetical protein
NCACPHNA_01233	CDS	912				hypothetical protein
NCACPHNA_01234	CDS	1092	potF_1		COG0687	Putrescine-binding periplasmic protein
NCACPHNA_01235	CDS	1041	aphA	3.5.1.-	COG0123	Acetylpolyamine amidohydrolase 1
NCACPHNA_01236	CDS	2424				hypothetical protein
NCACPHNA_01237	CDS	942	rlmL_1	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
NCACPHNA_01238	CDS	759				hypothetical protein
NCACPHNA_01239	CDS	1941	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
NCACPHNA_01240	CDS	228				hypothetical protein
NCACPHNA_01241	CDS	633	slmA			Nucleoid occlusion factor SlmA
NCACPHNA_01242	CDS	672	trmR_1	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
NCACPHNA_01243	CDS	405				hypothetical protein
NCACPHNA_01244	CDS	3288	accA_1	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
NCACPHNA_01245	CDS	921	pcpR_1			PCP degradation transcriptional activation protein
NCACPHNA_01246	CDS	342				hypothetical protein
NCACPHNA_01247	CDS	633	degU_3		COG2197	Transcriptional regulatory protein DegU
NCACPHNA_01248	CDS	1623	rpfC	2.7.13.3	COG0642	Sensory/regulatory protein RpfC
NCACPHNA_01249	CDS	417				hypothetical protein
NCACPHNA_01250	CDS	255				hypothetical protein
NCACPHNA_01251	CDS	912				hypothetical protein
NCACPHNA_01252	CDS	834				hypothetical protein
NCACPHNA_01253	CDS	363				hypothetical protein
NCACPHNA_01254	CDS	534	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
NCACPHNA_01255	CDS	1734	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
NCACPHNA_01256	CDS	1143	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
NCACPHNA_01257	CDS	507			COG1733	putative HTH-type transcriptional regulator
NCACPHNA_01258	CDS	1269	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
NCACPHNA_01259	CDS	1431				IS1182 family transposase ISPa7
NCACPHNA_01260	CDS	1431				IS1182 family transposase ISPa7
NCACPHNA_01261	CDS	837	yddE_1	5.1.-.-	COG0384	putative isomerase YddE
NCACPHNA_01262	CDS	2442	iutA_1			Ferric aerobactin receptor
NCACPHNA_01263	CDS	843				hypothetical protein
NCACPHNA_01264	CDS	525				hypothetical protein
NCACPHNA_01265	CDS	324				hypothetical protein
NCACPHNA_01266	CDS	1434	mdtK_1		COG0534	Multidrug resistance protein MdtK
NCACPHNA_01267	CDS	894	rhtA		COG5006	Threonine/homoserine exporter RhtA
NCACPHNA_01268	CDS	600	sutR_2		COG1396	HTH-type transcriptional regulator SutR
NCACPHNA_01269	CDS	399				hypothetical protein
NCACPHNA_01270	CDS	477				hypothetical protein
NCACPHNA_01271	CDS	1107				hypothetical protein
NCACPHNA_01272	CDS	270				hypothetical protein
NCACPHNA_01273	CDS	426				hypothetical protein
NCACPHNA_01274	CDS	414				hypothetical protein
NCACPHNA_01275	CDS	1212				putative transporter
NCACPHNA_01276	CDS	1245				hypothetical protein
NCACPHNA_01277	CDS	750				hypothetical protein
NCACPHNA_01278	CDS	351				hypothetical protein
NCACPHNA_01279	CDS	339				hypothetical protein
NCACPHNA_01280	CDS	693				hypothetical protein
NCACPHNA_01281	CDS	1566				hypothetical protein
NCACPHNA_01282	CDS	1590				hypothetical protein
NCACPHNA_01283	CDS	795	ped	1.1.1.311		(S)-1-Phenylethanol dehydrogenase
NCACPHNA_01284	CDS	459				hypothetical protein
NCACPHNA_01285	CDS	909	gltI_1		COG0834	Glutamate/aspartate import solute-binding protein
NCACPHNA_01286	CDS	747	gltJ_2		COG0765	Glutamate/aspartate import permease protein GltJ
NCACPHNA_01287	CDS	666	gltK_1		COG0765	Glutamate/aspartate import permease protein GltK
NCACPHNA_01288	CDS	735	glnQ_1			Glutamine transport ATP-binding protein GlnQ
NCACPHNA_01289	CDS	1674	ggt_1	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
NCACPHNA_01290	CDS	1089	ansB	3.5.1.38	COG0252	Glutaminase-asparaginase
NCACPHNA_01291	CDS	1902	dctB_1	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
NCACPHNA_01292	CDS	1326	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
NCACPHNA_01293	CDS	225				hypothetical protein
NCACPHNA_01294	CDS	1113	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
NCACPHNA_01295	CDS	207				hypothetical protein
NCACPHNA_01296	CDS	624	tam_3	2.1.1.144		Trans-aconitate 2-methyltransferase
NCACPHNA_01297	CDS	1548				hypothetical protein
NCACPHNA_01298	CDS	780	actIII_1	1.3.1.-		Putative ketoacyl reductase
NCACPHNA_01299	CDS	417				hypothetical protein
NCACPHNA_01300	CDS	909	pgrR_5			HTH-type transcriptional regulator PgrR
NCACPHNA_01301	CDS	1929				hypothetical protein
NCACPHNA_01302	CDS	1548	ilvA_1	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
NCACPHNA_01303	CDS	408	yybH		COG4319	putative protein YybH
NCACPHNA_01304	CDS	513				hypothetical protein
NCACPHNA_01305	CDS	333				hypothetical protein
NCACPHNA_01306	CDS	2199	bfrD_1		COG4774	putative TonB-dependent receptor BfrD
NCACPHNA_01307	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
NCACPHNA_01308	CDS	336	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
NCACPHNA_01309	CDS	630	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
NCACPHNA_01310	CDS	1977	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
NCACPHNA_01311	CDS	996	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
NCACPHNA_01312	CDS	1542	stp			Multidrug resistance protein Stp
NCACPHNA_01313	CDS	615	betI_1			HTH-type transcriptional regulator BetI
NCACPHNA_01314	CDS	387				hypothetical protein
NCACPHNA_01315	CDS	1359	emrB_1			Multidrug export protein EmrB
NCACPHNA_01316	CDS	912	pgrR_6			HTH-type transcriptional regulator PgrR
NCACPHNA_01317	CDS	828	phnX_1	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
NCACPHNA_01318	CDS	1116	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
NCACPHNA_01319	CDS	861	cysL_1		COG0583	HTH-type transcriptional regulator CysL
NCACPHNA_01320	CDS	525				hypothetical protein
NCACPHNA_01321	CDS	774	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
NCACPHNA_01322	CDS	462				hypothetical protein
NCACPHNA_01323	CDS	474				hypothetical protein
NCACPHNA_01324	CDS	2052	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
NCACPHNA_01325	CDS	540	lepB_1	3.4.21.89	COG0681	Signal peptidase I
NCACPHNA_01326	CDS	2556	tdhA		COG1629	TonB-dependent heme receptor A
NCACPHNA_01327	CDS	984	fecR_3		COG3712	Protein FecR
NCACPHNA_01328	CDS	528	fecI_5		COG1595	putative RNA polymerase sigma factor FecI
NCACPHNA_01329	CDS	450				hypothetical protein
NCACPHNA_01330	CDS	276	rcnR		COG1937	Transcriptional repressor RcnR
NCACPHNA_01331	CDS	963	czcD_1		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
NCACPHNA_01332	CDS	933	ghrA	1.1.1.81		Glyoxylate/hydroxypyruvate reductase A
NCACPHNA_01333	CDS	294	ycgL		COG3100	Protein YcgL
NCACPHNA_01334	CDS	1125	rnd	3.1.13.5	COG0349	Ribonuclease D
NCACPHNA_01335	CDS	1062				hypothetical protein
NCACPHNA_01336	CDS	855	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
NCACPHNA_01337	CDS	840				hypothetical protein
NCACPHNA_01338	CDS	594	tetC_2			Transposon Tn10 TetC protein
NCACPHNA_01339	CDS	480				hypothetical protein
NCACPHNA_01340	tRNA	96				tRNA-Ser(cga)
NCACPHNA_01341	CDS	555	btuE_1	1.11.1.15		Thioredoxin/glutathione peroxidase BtuE
NCACPHNA_01342	CDS	1200				L-lactate transporter
NCACPHNA_01343	CDS	414				hypothetical protein
NCACPHNA_01344	CDS	1821	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
NCACPHNA_01345	CDS	246				hypothetical protein
NCACPHNA_01346	CDS	186				hypothetical protein
NCACPHNA_01347	CDS	1506	smvA			Methyl viologen resistance protein SmvA
NCACPHNA_01348	CDS	738	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
NCACPHNA_01349	CDS	585	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
NCACPHNA_01350	CDS	1056	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
NCACPHNA_01351	CDS	522	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
NCACPHNA_01352	CDS	1473	cobQ			Cobyric acid synthase
NCACPHNA_01353	CDS	996	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
NCACPHNA_01354	CDS	939	cobD		COG1270	Cobalamin biosynthesis protein CobD
NCACPHNA_01355	CDS	657	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
NCACPHNA_01356	CDS	1308	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
NCACPHNA_01357	CDS	612	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
NCACPHNA_01358	CDS	1839	btuB_5		COG4206	Vitamin B12 transporter BtuB
NCACPHNA_01359	CDS	2061	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
NCACPHNA_01360	CDS	669	glaR		COG1802	HTH-type transcriptional repressor GlaR
NCACPHNA_01361	CDS	945		5.1.1.8	COG3938	4-hydroxyproline 2-epimerase
NCACPHNA_01362	CDS	1116	hcnC_2	1.4.99.5		Hydrogen cyanide synthase subunit HcnC
NCACPHNA_01363	CDS	237	hcnA_2	1.4.99.5	COG0446	Hydrogen cyanide synthase subunit HcnA
NCACPHNA_01364	CDS	1254	hcnB_2	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
NCACPHNA_01365	CDS	459				hypothetical protein
NCACPHNA_01366	CDS	867	hdfR_3			HTH-type transcriptional regulator HdfR
NCACPHNA_01367	CDS	864				hypothetical protein
NCACPHNA_01368	CDS	1443	jefA			Drug efflux pump JefA
NCACPHNA_01369	CDS	675	rhaS_6			HTH-type transcriptional activator RhaS
NCACPHNA_01370	CDS	822	artI		COG0834	Putative ABC transporter arginine-binding protein 2
NCACPHNA_01371	CDS	1743				hypothetical protein
NCACPHNA_01372	CDS	666	yecS_2		COG0765	L-cystine transport system permease protein YecS
NCACPHNA_01373	CDS	645	yecS_3		COG0765	L-cystine transport system permease protein YecS
NCACPHNA_01374	CDS	723	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
NCACPHNA_01375	CDS	1035		4.2.1.77	COG3938	putative trans-3-hydroxy-L-proline dehydratase
NCACPHNA_01376	CDS	918	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
NCACPHNA_01377	CDS	1581		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
NCACPHNA_01378	CDS	1005	lhpD	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
NCACPHNA_01379	CDS	1626				hypothetical protein
NCACPHNA_01380	CDS	396	inh			Proteinase inhibitor
NCACPHNA_01381	CDS	1440	aprA_2	3.4.24.40	COG2931	Serralysin
NCACPHNA_01382	CDS	1446	tolC_1		COG1538	Outer membrane protein TolC
NCACPHNA_01383	CDS	1299	prsE_2			Type I secretion system membrane fusion protein PrsE
NCACPHNA_01384	CDS	1782	prsD_1			Type I secretion system ATP-binding protein PrsD
NCACPHNA_01385	CDS	1245				hypothetical protein
NCACPHNA_01386	CDS	315				hypothetical protein
NCACPHNA_01387	CDS	2577	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
NCACPHNA_01388	CDS	1773				hypothetical protein
NCACPHNA_01389	CDS	561	yxaF_1			putative HTH-type transcriptional regulator YxaF
NCACPHNA_01390	CDS	798	paaF_2	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
NCACPHNA_01391	CDS	885				hypothetical protein
NCACPHNA_01392	CDS	156				hypothetical protein
NCACPHNA_01393	CDS	1449	oprM_1		COG1538	Outer membrane protein OprM
NCACPHNA_01394	CDS	1152	emrA_1			Colistin resistance protein EmrA
NCACPHNA_01395	CDS	1512	emrB_2			Colistin resistance protein EmrB
NCACPHNA_01396	CDS	783	nimR_2			HTH-type transcriptional regulator NimR
NCACPHNA_01397	CDS	504				hypothetical protein
NCACPHNA_01398	CDS	258				hypothetical protein
NCACPHNA_01399	CDS	2040	aaeB_3			p-hydroxybenzoic acid efflux pump subunit AaeB
NCACPHNA_01400	CDS	909	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
NCACPHNA_01401	CDS	189				hypothetical protein
NCACPHNA_01402	CDS	807	nimR_3			HTH-type transcriptional regulator NimR
NCACPHNA_01403	CDS	351				hypothetical protein
NCACPHNA_01404	CDS	891				hypothetical protein
NCACPHNA_01405	CDS	609				hypothetical protein
NCACPHNA_01406	CDS	606	kefF	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
NCACPHNA_01407	CDS	1122	aguA_1	3.5.3.12	COG2957	Agmatine deiminase
NCACPHNA_01408	CDS	1113	spuD_1		COG0687	Putrescine-binding periplasmic protein SpuD
NCACPHNA_01409	CDS	912		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
NCACPHNA_01410	CDS	1041	aguA_2	3.5.3.12	COG2957	Putative agmatine deiminase
NCACPHNA_01411	CDS	888	gcvA_2			Glycine cleavage system transcriptional activator
NCACPHNA_01412	CDS	171				hypothetical protein
NCACPHNA_01413	CDS	1158	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
NCACPHNA_01414	CDS	1821	lgrB_3			Linear gramicidin synthase subunit B
NCACPHNA_01415	CDS	1263				hypothetical protein
NCACPHNA_01416	CDS	615				hypothetical protein
NCACPHNA_01417	CDS	879				hypothetical protein
NCACPHNA_01418	CDS	1368		2.3.3.14		Homocitrate synthase
NCACPHNA_01419	CDS	747	tam_4	2.1.1.144		Trans-aconitate 2-methyltransferase
NCACPHNA_01420	CDS	1479	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
NCACPHNA_01421	CDS	1599				hypothetical protein
NCACPHNA_01422	CDS	960				hypothetical protein
NCACPHNA_01423	CDS	1230	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
NCACPHNA_01424	CDS	636				hypothetical protein
NCACPHNA_01425	CDS	699	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
NCACPHNA_01426	CDS	936				hypothetical protein
NCACPHNA_01427	CDS	1500	ethA	1.14.13.-	COG2072	FAD-containing monooxygenase EthA
NCACPHNA_01428	CDS	1842	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
NCACPHNA_01429	CDS	474				hypothetical protein
NCACPHNA_01430	CDS	948				hypothetical protein
NCACPHNA_01431	CDS	558		1.-.-.-	COG0431	NAD(P)H-dependent FMN reductase
NCACPHNA_01432	CDS	408				hypothetical protein
NCACPHNA_01433	CDS	618	ycaC_2	4.-.-.-	COG1335	putative hydrolase YcaC
NCACPHNA_01434	CDS	915	dmlR_7			HTH-type transcriptional regulator DmlR
NCACPHNA_01435	CDS	663	trmR_2	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
NCACPHNA_01436	CDS	534				hypothetical protein
NCACPHNA_01437	CDS	612				hypothetical protein
NCACPHNA_01438	CDS	771	cobB_1	2.3.1.286		NAD-dependent protein deacetylase
NCACPHNA_01439	CDS	1401	rocR		COG3829	Arginine utilization regulatory protein RocR
NCACPHNA_01440	CDS	765		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
NCACPHNA_01441	CDS	1419	ydgI		COG0531	Putative arginine/ornithine antiporter
NCACPHNA_01442	CDS	672				hypothetical protein
NCACPHNA_01443	CDS	825	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
NCACPHNA_01444	CDS	594				hypothetical protein
NCACPHNA_01445	CDS	600	yohC_2			Inner membrane protein YohC
NCACPHNA_01446	CDS	498	sprT			Protein SprT
NCACPHNA_01447	CDS	1182	yfdE_1	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
NCACPHNA_01448	CDS	1140	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
NCACPHNA_01449	CDS	1020	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
NCACPHNA_01450	CDS	630	yfcG_3	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
NCACPHNA_01451	CDS	891	gcvA_3			Glycine cleavage system transcriptional activator
NCACPHNA_01452	CDS	1311	dctA2		COG1301	C4-dicarboxylate transport protein 2
NCACPHNA_01453	CDS	1002				putative HTH-type transcriptional regulator
NCACPHNA_01454	CDS	3363	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
NCACPHNA_01455	CDS	1347	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
NCACPHNA_01456	CDS	678	phoP			Virulence transcriptional regulatory protein PhoP
NCACPHNA_01457	CDS	603				hypothetical protein
NCACPHNA_01458	CDS	168				hypothetical protein
NCACPHNA_01459	CDS	492	napF		COG1145	Ferredoxin-type protein NapF
NCACPHNA_01460	CDS	330	napD			Chaperone NapD
NCACPHNA_01461	CDS	2505	napA_1	1.9.6.1		Periplasmic nitrate reductase
NCACPHNA_01462	CDS	492	napB			Periplasmic nitrate reductase, electron transfer subunit
NCACPHNA_01463	CDS	597	napC			Cytochrome c-type protein NapC
NCACPHNA_01464	CDS	1197				Tn3 family transposase TnXax1
NCACPHNA_01465	CDS	735				hypothetical protein
NCACPHNA_01466	CDS	2058	lox	1.13.11.12		Linoleate 9/13-lipoxygenase
NCACPHNA_01467	CDS	321				hypothetical protein
NCACPHNA_01468	CDS	672	alyA_2	4.2.2.3		Alginate lyase
NCACPHNA_01469	CDS	789				hypothetical protein
NCACPHNA_01470	CDS	729				hypothetical protein
NCACPHNA_01471	CDS	813	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
NCACPHNA_01472	CDS	2610				hypothetical protein
NCACPHNA_01473	CDS	1152	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
NCACPHNA_01474	CDS	804	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
NCACPHNA_01475	CDS	384				hypothetical protein
NCACPHNA_01476	CDS	210	cspA_1		COG1278	Major cold shock protein CspA
NCACPHNA_01477	CDS	1617	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
NCACPHNA_01478	CDS	711	ompR_1			Transcriptional regulatory protein OmpR
NCACPHNA_01479	CDS	2892				hypothetical protein
NCACPHNA_01480	CDS	1248	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
NCACPHNA_01481	CDS	534	rayT		COG1943	REP-associated tyrosine transposase
NCACPHNA_01482	CDS	309				IS3 family transposase IS222
NCACPHNA_01483	CDS	822				IS3 family transposase IS222
NCACPHNA_01484	CDS	555				hypothetical protein
NCACPHNA_01485	CDS	2301				hypothetical protein
NCACPHNA_01486	CDS	369				hypothetical protein
NCACPHNA_01487	CDS	1917	eta	2.4.2.36		Exotoxin A
NCACPHNA_01488	CDS	1491				hypothetical protein
NCACPHNA_01489	CDS	1182	dhaT_3	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
NCACPHNA_01490	CDS	903	argP_2			HTH-type transcriptional regulator ArgP
NCACPHNA_01491	CDS	1335	uhpC		COG2271	Membrane sensor protein UhpC
NCACPHNA_01492	CDS	654	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
NCACPHNA_01493	CDS	717	phnR_1		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
NCACPHNA_01494	CDS	903	argP_3			HTH-type transcriptional regulator ArgP
NCACPHNA_01495	CDS	837	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
NCACPHNA_01496	CDS	849				hypothetical protein
NCACPHNA_01497	CDS	876	dmlR_8			HTH-type transcriptional regulator DmlR
NCACPHNA_01498	CDS	966	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
NCACPHNA_01499	CDS	789	rpaR		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
NCACPHNA_01500	CDS	876	hchA	3.1.2.-		Protein/nucleic acid deglycase HchA
NCACPHNA_01501	CDS	414				hypothetical protein
NCACPHNA_01502	CDS	351				hypothetical protein
NCACPHNA_01503	CDS	780				hypothetical protein
NCACPHNA_01504	CDS	1269	tetA_1			Tetracycline resistance protein, class C
NCACPHNA_01505	CDS	978				hypothetical protein
NCACPHNA_01506	CDS	408	fosA	2.5.1.18	COG0346	Glutathione transferase FosA
NCACPHNA_01507	CDS	912	pgrR_7			HTH-type transcriptional regulator PgrR
NCACPHNA_01508	CDS	990	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
NCACPHNA_01509	CDS	588				hypothetical protein
NCACPHNA_01510	CDS	753	cobB_2	2.3.1.286	COG0846	NAD-dependent protein deacylase
NCACPHNA_01511	CDS	1497	dgt_1	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
NCACPHNA_01512	CDS	321				hypothetical protein
NCACPHNA_01513	CDS	540	def_1	3.5.1.88	COG0242	Peptide deformylase
NCACPHNA_01514	CDS	573				hypothetical protein
NCACPHNA_01515	CDS	1308	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
NCACPHNA_01516	CDS	507	pal_2			Peptidoglycan-associated lipoprotein
NCACPHNA_01517	CDS	555				hypothetical protein
NCACPHNA_01518	CDS	375				hypothetical protein
NCACPHNA_01519	CDS	840	cvfB		COG2996	Conserved virulence factor B
NCACPHNA_01520	CDS	2325	mdoB_2	2.7.8.20		Phosphoglycerol transferase I
NCACPHNA_01521	CDS	336				hypothetical protein
NCACPHNA_01522	CDS	1767		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
NCACPHNA_01523	CDS	192				hypothetical protein
NCACPHNA_01524	CDS	222			COG4628	DNA-binding protein
NCACPHNA_01525	CDS	1149	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
NCACPHNA_01526	CDS	624				hypothetical protein
NCACPHNA_01527	CDS	711	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
NCACPHNA_01528	CDS	780	nimR_4			HTH-type transcriptional regulator NimR
NCACPHNA_01529	CDS	1158	ydhC_1			Inner membrane transport protein YdhC
NCACPHNA_01530	CDS	1197				hypothetical protein
NCACPHNA_01531	CDS	714				hypothetical protein
NCACPHNA_01532	CDS	444	fliJ		COG2882	Flagellar FliJ protein
NCACPHNA_01533	CDS	1356	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
NCACPHNA_01534	CDS	807				hypothetical protein
NCACPHNA_01535	CDS	1017	fliG		COG1536	Flagellar motor switch protein FliG
NCACPHNA_01536	CDS	1797				hypothetical protein
NCACPHNA_01537	CDS	330	fliE		COG1677	Flagellar hook-basal body complex protein FliE
NCACPHNA_01538	CDS	1416	atoC_1		COG2204	Regulatory protein AtoC
NCACPHNA_01539	CDS	1209	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
NCACPHNA_01540	CDS	1473	atoC_2		COG2204	Regulatory protein AtoC
NCACPHNA_01541	CDS	294				hypothetical protein
NCACPHNA_01542	CDS	381	fliS_1		COG1516	Flagellar secretion chaperone FliS
NCACPHNA_01543	CDS	399	fliS_2		COG1516	Flagellar secretion chaperone FliS
NCACPHNA_01544	CDS	1437	fliD		COG1345	B-type flagellar hook-associated protein 2
NCACPHNA_01545	CDS	387				hypothetical protein
NCACPHNA_01546	CDS	1164	fliC			A-type flagellin
NCACPHNA_01547	CDS	3507				hypothetical protein
NCACPHNA_01548	CDS	1149				hypothetical protein
NCACPHNA_01549	CDS	615	lpxD_1	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
NCACPHNA_01550	CDS	1131		1.14.13.239		Carnitine monooxygenase oxygenase subunit
NCACPHNA_01551	CDS	633	perB	2.3.1.227	COG0110	GDP-perosamine N-acetyltransferase
NCACPHNA_01552	CDS	768	gno	1.1.1.-		Gluconate 5-dehydrogenase
NCACPHNA_01553	CDS	1041	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
NCACPHNA_01554	CDS	225				hypothetical protein
NCACPHNA_01555	CDS	1137	vioA	2.6.1.33		dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
NCACPHNA_01556	CDS	1302				hypothetical protein
NCACPHNA_01557	CDS	2049				hypothetical protein
NCACPHNA_01558	CDS	1203				hypothetical protein
NCACPHNA_01559	CDS	1110	flgI			Flagellar P-ring protein
NCACPHNA_01560	CDS	696	flgH			Flagellar L-ring protein
NCACPHNA_01561	CDS	786	flgG		COG4786	Flagellar basal-body rod protein FlgG
NCACPHNA_01562	CDS	750	flgF		COG4787	Flagellar basal-body rod protein FlgF
NCACPHNA_01563	CDS	1389	flgE		COG1749	Flagellar hook protein FlgE
NCACPHNA_01564	CDS	714	flgD		COG1843	Basal-body rod modification protein FlgD
NCACPHNA_01565	CDS	441	flgC		COG1558	Flagellar basal-body rod protein FlgC
NCACPHNA_01566	CDS	408	flgB		COG1815	Flagellar basal body rod protein FlgB
NCACPHNA_01567	CDS	363				hypothetical protein
NCACPHNA_01568	CDS	318				hypothetical protein
NCACPHNA_01569	CDS	1122	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
